,Unnamed: 0,checking?,solute,solute SMILES,computed CAS,computed IUPAC,solvent,solvent SMILES,pka,ref
336,336,,Phthalazine,C1=CC=C2C=NN=CC2=C1,253-52-1,phthalazine,MeCN,CC#N,11.55,pKa_values_of_nitrogen_heterocycles.pdf
337,337,,"N,N-dimethylAniline",CN(C)C1=CC=CC=C1,-,-,MeCN,CC#N,11.43,pKa_values_of_nitrogen_heterocycles.pdf
338,338,,"2,2'-Biquinoline",C1=CC=C2C(=C1)C(=CC(=N2)C3=NC4=CC=CC=C4C(=C3)C(=O)O)C(=O)O,1245-13-2,2-(4-carboxyquinolin-2-yl)quinoline-4-carboxylic acid,MeCN,CC#N,11.28,pKa_values_of_nitrogen_heterocycles.pdf
339,339,,"7,8-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2N=CC=C3,230-27-3,benzo[h]quinoline,MeCN,CC#N,10.84,pKa_values_of_nitrogen_heterocycles.pdf
340,340,,Aniline,C1=CC=C(C=C1)N,-,-,MeCN,CC#N,10.62,pKa_values_of_nitrogen_heterocycles.pdf
341,341,,Cinnoline,C1=CC=C2C(=C1)C=CN=N2,253-66-7,cinnoline,MeCN,CC#N,10.5,pKa_values_of_nitrogen_heterocycles.pdf
342,342,,2-methylaniline,CC1=CC=CC=C1N,-,-,MeCN,CC#N,10.5,pKa_values_of_nitrogen_heterocycles.pdf
343,343,,Pyridazine,C1=CC=NN=C1,289-80-5,pyridazine,MeCN,CC#N,10.07,pKa_values_of_nitrogen_heterocycles.pdf
344,344,,2-methoxypyridine,COC1=CC=CC=N1,1628-89-3,2-methoxypyridine,MeCN,CC#N,9.93,pKa_values_of_nitrogen_heterocycles.pdf
345,345,,1-Naphtylamine,C1=CC=C2C(=C1)C=CC=C2N,-,-,MeCN,CC#N,9.77,pKa_values_of_nitrogen_heterocycles.pdf
346,346,,3-chloroPyridine,C1=CC(=CN=C1)Cl,626-60-8,3-chloropyridine,MeCN,CC#N,9.55,pKa_values_of_nitrogen_heterocycles.pdf
347,347,,4-bromoAniline,C1=CC(=CC=C1N)Br,-,-,MeCN,CC#N,9.43,pKa_values_of_nitrogen_heterocycles.pdf
348,348,,Quinazoline,C1=CC=C2C(=C1)C=NC=N2,253-82-7,quinazoline,MeCN,CC#N,9.19,pKa_values_of_nitrogen_heterocycles.pdf
349,349,,Pyrazole,C1=CNN=C1,288-13-1,1H-pyrazole,MeCN,CC#N,9.1,pKa_values_of_nitrogen_heterocycles.pdf
350,350,,Pyrimidine,C1=CN=CN=C1,289-95-2,pyrimidine,MeCN,CC#N,8.72,pKa_values_of_nitrogen_heterocycles.pdf
351,351,,"2,4-difluoroAniline",C1=CC(=C(C=C1F)F)N,367-25-9,"2,4-difluoroaniline",MeCN,CC#N,8.39,pKa_values_of_nitrogen_heterocycles.pdf
352,352,,4-trifluoromethylAniline,C1=CC(=CC=C1C(F)(F)F)N,-,-,MeCN,CC#N,8.03,pKa_values_of_nitrogen_heterocycles.pdf
353,353,,"1,2,3-Triazole",C1=NNN=C1,288-35-7,2H-triazole,MeCN,CC#N,7.9,pKa_values_of_nitrogen_heterocycles.pdf
354,354,,2-chloroaniline,C1=CC=C(C(=C1)N)Cl,-,-,MeCN,CC#N,7.86,pKa_values_of_nitrogen_heterocycles.pdf
355,355,,Pyrazine,C1=CN=CC=N1,290-37-9,pyrazine,MeCN,CC#N,7.74,pKa_values_of_nitrogen_heterocycles.pdf
356,356,,4-fluoro-3-nitroAniline,C1=CC(=C(C=C1N)[N+](=O)[O-])F,364-76-1,4-fluoro-3-nitroaniline,MeCN,CC#N,7.67,pKa_values_of_nitrogen_heterocycles.pdf
357,357,,"2,6-dimethoxyPyridine",COC1=NC(=CC=C1)OC,6231-18-1,"2,6-dimethoxypyridine",MeCN,CC#N,7.64,pKa_values_of_nitrogen_heterocycles.pdf
358,358,,Indazole,C1=CC=C2C(=C1)C=NN2,271-44-3,1H-indazole,MeCN,CC#N,7.61,pKa_values_of_nitrogen_heterocycles.pdf
359,359,,Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-,-,MeCN,CC#N,7.51,pKa_values_of_nitrogen_heterocycles.pdf
360,360,,Quinoxaline,C1=CC=C2C(=C1)N=CC=N2,91-19-0,quinoxaline,MeCN,CC#N,7.4,pKa_values_of_nitrogen_heterocycles.pdf
361,361,,Benzotriazole,C1=CC2=NNN=C2C=C1,-,-,MeCN,CC#N,6.88,pKa_values_of_nitrogen_heterocycles.pdf
362,362,,2-Cl-Pyridine,C1CN(C(=N1)NC#N)CC2=CN=C(C=C2)Cl,111988-43-3,"[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]cyanamide",MeCN,CC#N,6.79,pKa_values_of_nitrogen_heterocycles.pdf
363,363,,N-methyldiphenylAmine,CN(C1=CC=CC=C1)C2=CC=CC=C2,552-82-9,N-methyl-N-phenylaniline,MeCN,CC#N,6.52,pKa_values_of_nitrogen_heterocycles.pdf
364,364,,4-nitroimidazole,C1=C(NC=N1)[N+](=O)[O-],3034-38-6,5-nitro-1H-imidazole,MeCN,CC#N,6.34,pKa_values_of_nitrogen_heterocycles.pdf
365,365,,4-nitroAniline,C1=CC(=CC=C1N)[N+](=O)[O-],-,-,MeCN,CC#N,6.22,pKa_values_of_nitrogen_heterocycles.pdf
366,366,,"2,5-dichloroaniline",C1=CC(=C(C=C1Cl)N)Cl,95-82-9,"2,5-dichloroaniline",MeCN,CC#N,6.21,pKa_values_of_nitrogen_heterocycles.pdf
367,367,,2-nitroimidazole,C1=CC=C(C=C1)OCCCN2C=CN=C2[N+](=O)[O-],1-(3-PHENOXYPROPYL)-2-NO2 -IMIDAZOLE,2-nitro-1-(3-phenoxypropyl)imidazole,MeCN,CC#N,5.54,pKa_values_of_nitrogen_heterocycles.pdf
368,368,,"2,5-dichloroaniline",C1=CC(=C(C=C1Cl)N)Cl,95-82-9,"2,5-dichloroaniline",MeCN,CC#N,5.06,pKa_values_of_nitrogen_heterocycles.pdf
369,369,,5-nitroindazole ,C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,5401-94-5,5-nitro-1H-indazole,MeCN,CC#N,4.91,pKa_values_of_nitrogen_heterocycles.pdf
370,370,,6-nitroindazole ,C1=CC2=C(C=C1[N+](=O)[O-])NN=C2,7597-18-4,6-nitro-1H-indazole,MeCN,CC#N,4.88,pKa_values_of_nitrogen_heterocycles.pdf
371,371,,2-nitroaniline,C1=CC=C(C(=C1)N)[N+](=O)[O-],88-74-4,2-nitroaniline,MeCN,CC#N,4.8,pKa_values_of_nitrogen_heterocycles.pdf
372,372,,4-chloro-2-nitroAniline,C1=CC(=C(C=C1Cl)[N+](=O)[O-])N,89-63-4,4-chloro-2-nitroaniline,MeCN,CC#N,3.8,pKa_values_of_nitrogen_heterocycles.pdf
373,373,,2-chloro-4-nitroaniline,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,121-87-9,2-chloro-4-nitroaniline,MeCN,CC#N,3.66,pKa_values_of_nitrogen_heterocycles.pdf
374,374,,Uracil,C1=CNC(=O)NC1=O,-,-,MeCN,CC#N,3.38,pKa_values_of_nitrogen_heterocycles.pdf
375,375,,Thymine,CC1=CNC(=O)NC1=O,-,-,MeCN,CC#N,2.7,pKa_values_of_nitrogen_heterocycles.pdf
376,376,,"2,3,4,5,6-pentachloroAniline",C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,121-87-9,2-chloro-4-nitroaniline,MeCN,CC#N,2.35,pKa_values_of_nitrogen_heterocycles.pdf
377,377,,"Quino[7,8-h]quinoline",C1=CC2=C(C3=C(C=C2)C=CC4=C3N=CC=C4)N=C1,-,-,H2O,O,12.0,pKa_values_of_nitrogen_heterocycles.pdf
378,378,,Imidazole,C1=CN=CN1,288-32-4,1H-imidazole,H2O,O,6.95,pKa_values_of_nitrogen_heterocycles.pdf
379,379,,Phenanthroline,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,66-71-7,"1,10-phenanthroline",H2O,O,5.12,pKa_values_of_nitrogen_heterocycles.pdf
380,380,,Benzimidazole,C1=CC=C2C(=C1)NC=N2,51-17-2,1H-benzimidazole,H2O,O,5.56,pKa_values_of_nitrogen_heterocycles.pdf
381,381,,Isoquinoline,C1=CC=C2C=NC=CC2=C1,119-65-3,isoquinoline,H2O,O,5.46,pKa_values_of_nitrogen_heterocycles.pdf
382,382,,Acridine,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,260-94-6,acridine,H2O,O,5.62,pKa_values_of_nitrogen_heterocycles.pdf
383,383,,Pyridine,C1=CC=NC=C1,110-86-1,pyridine,H2O,O,5.23,pKa_values_of_nitrogen_heterocycles.pdf
384,384,,Thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,148-79-8,"4-(1H-benzimidazol-2-yl)-1,3-thiazole",H2O,O,4.64,pKa_values_of_nitrogen_heterocycles.pdf
385,385,,"2,2'-Bipyridine",C1=CC=NC(=C1)C2=CC=CC=N2,366-18-7,2-pyridin-2-ylpyridine,H2O,O,4.54,pKa_values_of_nitrogen_heterocycles.pdf
386,386,,Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,10605-21-7,methyl N-(1H-benzimidazol-2-yl)carbamate,H2O,O,4.53,pKa_values_of_nitrogen_heterocycles.pdf
387,387,,Quinoline,C1=CC=C2C(=C1)C=CC=N2,91-22-5,quinoline,H2O,O,4.93,pKa_values_of_nitrogen_heterocycles.pdf
388,388,,"5,6-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,85-02-9,benzo[f]quinoline,H2O,O,5.15,pKa_values_of_nitrogen_heterocycles.pdf
389,389,,Phthalazine,C1=CC=C2C=NN=CC2=C1,253-52-1,phthalazine,H2O,O,3.47,pKa_values_of_nitrogen_heterocycles.pdf
390,390,,"2,2'-Biquinoline",C1=CC=C2C(=C1)C(=CC(=N2)C3=NC4=CC=CC=C4C(=C3)C(=O)O)C(=O)O,1245-13-2,2-(4-carboxyquinolin-2-yl)quinoline-4-carboxylic acid,H2O,O,3.66,pKa_values_of_nitrogen_heterocycles.pdf
391,391,,"7,8-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2N=CC=C3,230-27-3,benzo[h]quinoline,H2O,O,4.25,pKa_values_of_nitrogen_heterocycles.pdf
392,392,,Cinnoline,C1=CC=C2C(=C1)C=CN=N2,253-66-7,cinnoline,H2O,O,2.29,pKa_values_of_nitrogen_heterocycles.pdf
393,393,,Pyridazine,C1=CC=NN=C1,289-80-5,pyridazine,H2O,O,2.33,pKa_values_of_nitrogen_heterocycles.pdf
394,394,,Quinazoline,C1=CC=C2C(=C1)C=NC=N2,253-82-7,quinazoline,H2O,O,1.95,pKa_values_of_nitrogen_heterocycles.pdf
395,395,,Pyrazole,C1=CNN=C1,288-13-1,1H-pyrazole,H2O,O,2.48,pKa_values_of_nitrogen_heterocycles.pdf
396,396,,Pyrimidine,C1=CN=CN=C1,289-95-2,pyrimidine,H2O,O,1.3,pKa_values_of_nitrogen_heterocycles.pdf
397,397,,"1,2,3-Triazole",C1=NNN=C1,288-35-7,2H-triazole,H2O,O,1.17,pKa_values_of_nitrogen_heterocycles.pdf
398,398,,Pyrazine,C1=CN=CC=N1,290-37-9,pyrazine,H2O,O,0.6,pKa_values_of_nitrogen_heterocycles.pdf
399,399,,Indazole,C1=CC=C2C(=C1)C=NN2,271-44-3,1H-indazole,H2O,O,1.25,pKa_values_of_nitrogen_heterocycles.pdf
400,400,,Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,58-08-2,"1,3,7-trimethylpurine-2,6-dione",H2O,O,0.6,pKa_values_of_nitrogen_heterocycles.pdf
401,401,,Quinoxaline,C1=CC=C2C(=C1)N=CC=N2,91-19-0,quinoxaline,H2O,O,0.56,pKa_values_of_nitrogen_heterocycles.pdf
402,402,,Benzotriazole,C1=CC2=NNN=C2C=C1,95-14-7,2H-benzotriazole,H2O,O,0.42,pKa_values_of_nitrogen_heterocycles.pdf
403,403,,4-nitroimidazole,C1=C(NC=N1)[N+](=O)[O-],3034-38-6,5-nitro-1H-imidazole,H2O,O,-0.16,pKa_values_of_nitrogen_heterocycles.pdf
404,404,,2-nitroimidazole,C1=CC=C(C=C1)OCCCN2C=CN=C2[N+](=O)[O-],1-(3-PHENOXYPROPYL)-2-NO2 -IMIDAZOLE,2-nitro-1-(3-phenoxypropyl)imidazole,H2O,O,-0.81,pKa_values_of_nitrogen_heterocycles.pdf
405,405,,5-nitroindazole ,C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,5401-94-5,5-nitro-1H-indazole,H2O,O,-0.96,pKa_values_of_nitrogen_heterocycles.pdf
406,406,,6-nitroindazole ,C1=CC2=C(C=C1[N+](=O)[O-])NN=C2,7597-18-4,6-nitro-1H-indazole,H2O,O,-0.97,pKa_values_of_nitrogen_heterocycles.pdf
407,407,,Uracil,C1=CNC(=O)NC1=O,66-22-8,"1H-pyrimidine-2,4-dione",H2O,O,0.5,pKa_values_of_nitrogen_heterocycles.pdf
408,408,,Thymine,CC1=CNC(=O)NC1=O,65-71-4,"5-methyl-1H-pyrimidine-2,4-dione",H2O,O,0.0,pKa_values_of_nitrogen_heterocycles.pdf
409,409,T,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],88-89-1,"2,4,6-trinitrophenol",MeCN,CC#N,11.0,DCE_2011_pKa_Table_MeCN.pdf
410,410,,4-F-C6H4C(=O)NHTf,FC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C(F)(F)F,-,-,MeCN,CC#N,10.65,DCE_2011_pKa_Table_MeCN.pdf
411,411,T,"2,3,4,5,6-pentakis(trifluoromethyl)Phenol",C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F,723294-91-5,"2,3,4,5,6-pentakis(trifluoromethyl)phenol",MeCN,CC#N,10.46,DCE_2011_pKa_Table_MeCN.pdf
412,412,,"2,3,4,6-(CF3)4-C6HCH(CN)2",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,-,-,MeCN,CC#N,10.45,DCE_2011_pKa_Table_MeCN.pdf
413,413,,4-Cl-C6H4C(=O)NHTf,FC(F)(F)[S](=O)(=O)NC(=O)C1=CC=C(Cl)C=C1,-,-,MeCN,CC#N,10.36,DCE_2011_pKa_Table_MeCN.pdf
414,414,T,HCl,Cl,7647-01-0,chlorane,MeCN,CC#N,10.3,DCE_2011_pKa_Table_MeCN.pdf
415,415,,(4-Cl-C6H4SO2)2NH,no matches,-,-,MeCN,CC#N,10.2,DCE_2011_pKa_Table_MeCN.pdf
416,416,,4-CF3-C6F4CH(CN)2,FC1=C(C(C#N)C#N)C(=C(F)C(=C1F)C(F)(F)F)F,55852-24-9,"2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]propanedinitrile",MeCN,CC#N,10.19,DCE_2011_pKa_Table_MeCN.pdf
417,417,T,"2,3,4,5,6-pentakis(trifluoromethyl)benzenethiol",C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)S)C(F)(F)F)C(F)(F)F)C(F)(F)F,723294-91-5,"2,3,4,5,6-pentakis(trifluoromethyl)phenol",MeCN,CC#N,10.1,DCE_2011_pKa_Table_MeCN.pdf
418,418,,4-NO2-C6H4SO2NHTos,no matches,-,-,MeCN,CC#N,10.04,DCE_2011_pKa_Table_MeCN.pdf
419,419,,4-Cl-3-NO2C6H3SO2NHTos,no matches,-,-,MeCN,CC#N,9.71,DCE_2011_pKa_Table_MeCN.pdf
420,420,,4-NO2-C6H4C(=O)NHTf,[O-][N+](=O)C1=CC=C(C=C1)C(=O)N[S](=O)(=O)C(F)(F)F,39062-98-1,4-nitro-N-(trifluoromethylsulfonyl)benzamide,MeCN,CC#N,9.49,DCE_2011_pKa_Table_MeCN.pdf
421,421,,4-NO2-C6H4SO2NH-SO2C6H4-4-Cl,no matches,-,-,MeCN,CC#N,9.17,DCE_2011_pKa_Table_MeCN.pdf
422,422,,C6(CF3)5CH(CN)2,FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,-,-,MeCN,CC#N,8.86,DCE_2011_pKa_Table_MeCN.pdf
423,423,,4-Cl-3-NO2-C6H3SO2NH-SO2C6H4-4-Cl,no matches,-,-,MeCN,CC#N,8.8,DCE_2011_pKa_Table_MeCN.pdf
424,424,T,4-Methylbenzenesulfonic acid,CC1=CC=C(C=C1)S(=O)(=O)O,104-15-4,4-methylbenzenesulfonic acid,MeCN,CC#N,8.5,DCE_2011_pKa_Table_MeCN.pdf
425,425,,(4-NO2-C6H4SO2)2NH,no matches,-,-,MeCN,CC#N,8.19,DCE_2011_pKa_Table_MeCN.pdf
426,426,,"2,4,6-(SO2OCH2CF2CF2H)3-Phenol",OC1=C(C=C(C=C1[S](=O)(=O)OCC(F)(F)C(F)F)[S](=O)(=O)OCC(F)(F)C(F)F)[S](=O)(=O)OCC(F)(F)C(F)F,-,-,MeCN,CC#N,8.17,DCE_2011_pKa_Table_MeCN.pdf
427,427,,"2,4,6-(SO2OCH2CF3)3-Phenol",OC1=C(C=C(C=C1[S](=O)(=O)OCC(F)(F)F)[S](=O)(=O)OCC(F)(F)F)[S](=O)(=O)OCC(F)(F)F,-,-,MeCN,CC#N,7.97,DCE_2011_pKa_Table_MeCN.pdf
428,428,,1-Naphtalenesulfonic acid,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N,81-16-3,2-aminonaphthalene-1-sulfonic acid,MeCN,CC#N,7.89,DCE_2011_pKa_Table_MeCN.pdf
429,429,,4-Cl-3-NO2-C6H3SO2NHSO2-C6H4-3-NO2,no matches,-,-,MeCN,CC#N,7.88,DCE_2011_pKa_Table_MeCN.pdf
430,430,,C6H5CH(Tf)2,FC(F)(F)[S](=O)(=O)C(C1=CC=CC=C1)[S](=O)(=O)C(F)(F)F,40906-82-9,bis(trifluoromethylsulfonyl)methylbenzene,MeCN,CC#N,7.85,DCE_2011_pKa_Table_MeCN.pdf
431,431,,4-Cl-3-NO2-C6H3SO2NHSO2C6H4-4-NO2,no matches,-,-,MeCN,CC#N,7.84,DCE_2011_pKa_Table_MeCN.pdf
432,432,,C6F5SO2NHSO2C6H4-4-Cl,no matches,-,-,MeCN,CC#N,7.57,DCE_2011_pKa_Table_MeCN.pdf
433,433,,(4-Cl-3-NO2-C6H3SO2)2NH,no matches,-,-,MeCN,CC#N,7.47,DCE_2011_pKa_Table_MeCN.pdf
434,434,T,4-chloro-benzenesulfonicacid,C1=CC(=CC=C1S(=O)(=O)O)Cl,98-66-8,4-chlorobenzenesulfonic acid,MeCN,CC#N,7.21,DCE_2011_pKa_Table_MeCN.pdf
435,435,,C6F5SO2NHSO2C6H4-3-NO2,no matches,-,-,MeCN,CC#N,6.73,DCE_2011_pKa_Table_MeCN.pdf
436,436,T,3-nitro-benzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)[N+](=O)[O-],98-47-5,3-nitrobenzenesulfonic acid,MeCN,CC#N,6.71,DCE_2011_pKa_Table_MeCN.pdf
437,437,,C6F5SO2NHSO2C6H4-4-NO2,no matches,-,-,MeCN,CC#N,6.6,DCE_2011_pKa_Table_MeCN.pdf
438,438,T,4-nitro-benzenesulfonic acid,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)O,138-42-1,4-nitrobenzenesulfonic acid,MeCN,CC#N,6.4,DCE_2011_pKa_Table_MeCN.pdf
439,439,,3-NO2-C6H4SO2CH(CN)2,[O-][N+](=O)C1=CC(=CC=C1)[S](=O)(=O)C(C#N)C#N,-,-,MeCN,CC#N,6.22,DCE_2011_pKa_Table_MeCN.pdf
440,440,,C6F5SO2NHSO2C6H3-3-NO2-4-Cl,no matches,-,-,MeCN,CC#N,6.18,DCE_2011_pKa_Table_MeCN.pdf
441,441,,4-MeO-C6H4C(=NTf)NHTf,COC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,-,-,MeCN,CC#N,6.09,DCE_2011_pKa_Table_MeCN.pdf
442,442,,4-NO2-C6H4SO2CH(CN)2,[O-][N+](=O)C1=CC=C(C=C1)[S](=O)(=O)C(C#N)C#N,-,-,MeCN,CC#N,6.06,DCE_2011_pKa_Table_MeCN.pdf
443,443,,4-Me-C6H4SO2NHTf,CC1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,-,-,MeCN,CC#N,5.86,DCE_2011_pKa_Table_MeCN.pdf
444,444,,4-Me-C6H4C(=NTf)NHTf,CC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,-,-,MeCN,CC#N,5.86,DCE_2011_pKa_Table_MeCN.pdf
445,445,,C6H5C(=NTf)NHTf,FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=CC=C1,-,-,MeCN,CC#N,5.71,DCE_2011_pKa_Table_MeCN.pdf
446,446,,C6H5SO2NHTf,FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C1=CC=CC=C1,-,-,MeCN,CC#N,5.55,DCE_2011_pKa_Table_MeCN.pdf
447,447,,4-F-C6H4C(=NTf)NHTf,FC1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,-,-,MeCN,CC#N,5.33,DCE_2011_pKa_Table_MeCN.pdf
448,448,,4-Cl-C6H4-C(=NTf)NHTf,FC(F)(F)[S](=O)(=O)NC(=N[S](=O)(=O)C(F)(F)F)C1=CC=C(Cl)C=C1,-,-,MeCN,CC#N,5.24,DCE_2011_pKa_Table_MeCN.pdf
449,449,T,HBr,Br,10035-10-6,bromane,MeCN,CC#N,5.5,DCE_2011_pKa_Table_MeCN.pdf
450,450,,"2,4,6-(SO2F)3-Phenol",OC1=C(C=C(C=C1[S](F)(=O)=O)[S](F)(=O)=O)[S](F)(=O)=O,-,-,MeCN,CC#N,5.25,DCE_2011_pKa_Table_MeCN.pdf
451,451,,(C6F5SO2)2NH,no matches,-,-,MeCN,CC#N,5.11,DCE_2011_pKa_Table_MeCN.pdf
452,452,,4-Cl-C6H4SO2NHTf,FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C1=CC=C(Cl)C=C1,-,-,MeCN,CC#N,5.02,DCE_2011_pKa_Table_MeCN.pdf
453,453,,4-Cl-C6H4SO(=NTf)NHTos,no matches,-,-,MeCN,CC#N,4.81,DCE_2011_pKa_Table_MeCN.pdf
454,454,T,4-NO2-C6H4C(=NTf)NHTf,[O-][N+](=O)C1=CC=C(C=C1)C(N[S](=O)(=O)C(F)(F)F)=N[S](=O)(=O)C(F)(F)F,500721-97-1,"4-nitro-N,N'-bis(trifluoromethylsulfonyl)benzenecarboximidamide",MeCN,CC#N,4.67,DCE_2011_pKa_Table_MeCN.pdf
455,455,,"2,4,6-Tf3-Phenol",OC1=C(C=C(C=C1[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F)[S](=O)(=O)C(F)(F)F,-,-,MeCN,CC#N,4.48,DCE_2011_pKa_Table_MeCN.pdf
456,456,T,(CN)2C=C(CN)OH,OC(C#N)=C(C#N)C#N,27062-39-1,"2-hydroxyethene-1,1,2-tricarbonitrile",MeCN,CC#N,4.39,DCE_2011_pKa_Table_MeCN.pdf
457,457,T,4-NO2-C6H4SO2NHTf,[O-][N+](=O)C1=CC=C(C=C1)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,174788-91-1,4-nitro-N-(trifluoromethylsulfonyl)benzenesulfonamide,MeCN,CC#N,4.08,DCE_2011_pKa_Table_MeCN.pdf
458,458,,4-Cl-C6H4SO(=NTf)NHSO2-C6H4-4-Cl,no matches,-,-,MeCN,CC#N,4.03,DCE_2011_pKa_Table_MeCN.pdf
459,459,,"2,4-(NO2)2-C6H3SO3H",no matches,-,-,MeCN,CC#N,3.99,DCE_2011_pKa_Table_MeCN.pdf
460,460,,"2,3,5-tricyanocyclopentadiene",N#CC1C=C(C#N)C(=C1)C#N,-,-,MeCN,CC#N,3.68,DCE_2011_pKa_Table_MeCN.pdf
461,461,,4-Cl-C6H4-SO(=NTf)NH-SO2C6H4-4-NO2,[NH-][S](=O)(=N[S](=O)(=O)C(F)(F)F)C1=CC=C(Cl)C=C1,-,-,MeCN,CC#N,3.33,DCE_2011_pKa_Table_MeCN.pdf
462,462,,HI,I,10034-85-2,iodane,MeCN,CC#N,2.8,DCE_2011_pKa_Table_MeCN.pdf
463,463,,9-COOMe-fluorene,no matches,-,-,MeCN,CC#N,23.53,a_unified_view_to_bronsted_acidity_scales.pdf
464,464,,(4-Me-C6F4)2CHCN,no matches,-,-,MeCN,CC#N,22.8,a_unified_view_to_bronsted_acidity_scales.pdf
465,465,,(4-Me-C6F4)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,21.94,a_unified_view_to_bronsted_acidity_scales.pdf
466,466,,9-CN-fluorene,no matches,-,-,MeCN,CC#N,21.36,a_unified_view_to_bronsted_acidity_scales.pdf
467,467,,(4-H-C6F4)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,21.11,a_unified_view_to_bronsted_acidity_scales.pdf
468,468,,(4-Cl-C6F4)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,20.36,a_unified_view_to_bronsted_acidity_scales.pdf
469,469,,(2-C10F7)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,20.08,a_unified_view_to_bronsted_acidity_scales.pdf
470,470,T,9-C6F5-Octafluorofluorene,FC1=C(F)C(=C(C2C3=C(C(=C(F)C(=C3F)F)F)C4=C2C(=C(F)C(=C4F)F)F)C(=C1F)F)F,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",MeCN,CC#N,18.88,a_unified_view_to_bronsted_acidity_scales.pdf
471,471,T,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",MeCN,CC#N,19.32,a_unified_view_to_bronsted_acidity_scales.pdf
472,472,T,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",MeCN,CC#N,18.14,a_unified_view_to_bronsted_acidity_scales.pdf
473,473,,(C 6F5)CH(CN)COOEt,no matches,-,-,MeCN,CC#N,17.75,a_unified_view_to_bronsted_acidity_scales.pdf
474,474,,(4-Cl-C6F4)CH(CN)COOEt,no matches,-,-,MeCN,CC#N,17.39,a_unified_view_to_bronsted_acidity_scales.pdf
475,475,,(2-C10F7)CH(CN)COOEt,no matches,-,-,MeCN,CC#N,17.5,a_unified_view_to_bronsted_acidity_scales.pdf
476,476,,(4-CF3-C6F4)CH(CN)COOEt,no matches,-,-,MeCN,CC#N,16.08,a_unified_view_to_bronsted_acidity_scales.pdf
477,477,,(4-NC5F4)(C6F5)CHCN,no matches,-,-,MeCN,CC#N,16.4,a_unified_view_to_bronsted_acidity_scales.pdf
478,478,,(4-NC5F4)CH(CN)COOEt,no matches,-,-,MeCN,CC#N,14.9,a_unified_view_to_bronsted_acidity_scales.pdf
