,Unnamed: 0,name,solute,solute SMILES,solvent,solvent SMILES,pka,ref,computed CAS,computed IUPAC
98,98,name,"1,2,4-Tricyano-3-methylcyclopentadiene",CC1=C(CC(=C1C#N)C#N)C#N,acetonitrile,CC#N,3.4,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
99,99,name,9-Cyanofluorene,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C#N,acetonitrile,CC#N,20.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,1529-40-4,9H-fluorene-9-carbonitrile
100,100,name,Pentakis(trifluoromethyl)-phenylmalonitrile,FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,acetonitrile,CC#N,8.86,MeCN_Acids_COSMO-RS_2008_Table.pdf,2-[Pentakis(trifluoromethyl)phenyl]malononitrile,"2-[2,3,4,5,6-pentakis(trifluoromethyl)phenyl]propanedinitrile"
101,101,name,"2,3,4,6-Tetrakis(trifluoromethyl)-phenylmalonitrile",FC(F)(F)C1=C(C(C#N)C#N)C(=C(C(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F,acetonitrile,CC#N,10.45,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
102,102,name,Pentakis(trifluoromethyl)-toluene,CC1=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,acetonitrile,CC#N,28.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,"1-methyl-2,3,4,5,6-pentakis(trifluoromethyl)benzene"
103,103,name,Pentacyanotoluene,CC1=C(C(=C(C(=C1C#N)C#N)C#N)C#N)C#N,acetonitrile,CC#N,20.14,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,"6-methylbenzene-1,2,3,4,5-pentacarbonitrile"
104,104,name,"2,4,6-Trinitrotoluene",CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],acetonitrile,CC#N,23.2,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
105,105,name,4-Nitrophenylacetonitrile,C1=CC(=CC=C1CC#N)[N+](=O)[O-],acetonitrile,CC#N,25.4,MeCN_Acids_COSMO-RS_2008_Table.pdf,555-21-5,2-(4-nitrophenyl)acetonitrile
106,106,name,4-Nitrophenylphenylacetonitrile,no matches,acetonitrile,CC#N,22.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
107,107,name,4-Bromophenyl-4-nitrophenylacetonitrile,no matches,acetonitrile,CC#N,21.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
108,108,name,4-Nitrophenyl-4-methoxyphenylacetonitrile,no matches,acetonitrile,CC#N,23.1,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
109,109,name,Bis(4-nitrophenyl)acetonitrile,C1=CC(=CC=C1C(C#N)C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],acetonitrile,CC#N,19.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,"2,2-bis(4-nitrophenyl)acetonitrile"
110,110,name,Bis(4-nitrophenyl)ethylacetate,no matches,acetonitrile,CC#N,25.1,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
111,111,name,4-Nitrophenylnitromethane,C1=CC(=CC=C1C[N+](=O)[O-])[N+](=O)[O-],acetonitrile,CC#N,20.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,1610-26-0,1-nitro-4-(nitromethyl)benzene
112,112,name,Phthalicacid,C1=CC=C(C(=C1)C(=O)O)C(=O)O,acetonitrile,CC#N,14.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
113,113,name,"2,2-Diphenicacid",COC1=C(C(=C(C=C1)C(=O)OC)C2=C(C=CC(=C2O)OC)C(=O)OC)O,acetonitrile,CC#N,15.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,1173188-30-1,methyl 3-hydroxy-2-(2-hydroxy-3-methoxy-6-methoxycarbonylphenyl)-4-methoxybenzoate
114,114,name,3-Methylphthalicacid,CC1=C(C(=CC=C1)C(=O)O)C(=O)O,acetonitrile,CC#N,17.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,37102-74-2,3-methylphthalic acid
115,115,name,Propanedioicacid,C(C(=O)O)C(=O)O,acetonitrile,CC#N,15.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
116,116,name,Succinicacid,C(CC(=O)O)C(=O)O,acetonitrile,CC#N,17.6,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
117,117,name,Tetrahydroxysuccinicacid,C(=O)(C(C(C(=O)O)(O)O)(O)O)O,acetonitrile,CC#N,13.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,76-30-2,"2,2,3,3-tetrahydroxybutanedioic acid"
118,118,name,Tartronicacid,C(C(=O)O)(C(=O)O)O,acetonitrile,CC#N,13.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,80-69-3,2-hydroxypropanedioic acid
119,119,name,"2,6-Dihydroxybenzoicacid",C1=CC(=C(C(=C1)O)C(=O)O)O,acetonitrile,CC#N,12.6,MeCN_Acids_COSMO-RS_2008_Table.pdf,303-07-1,"2,6-dihydroxybenzoic acid"
120,120,name,HClO4,OCl(=O)(=O)=O,acetonitrile,CC#N,1.57,MeCN_Acids_COSMO-RS_2008_Table.pdf,7601-90-3,perchloric acid
121,121,name,Fluorosulfuricacid,OS(=O)(=O)F,acetonitrile,CC#N,3.38,MeCN_Acids_COSMO-RS_2008_Table.pdf,7789-21-1,sulfurofluoridic acid
122,122,name,"2,4,6-Trinitrothiophenol",C1(=C(C(=C2C(=C1S2)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-],acetonitrile,CC#N,11.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,"2,4,6-Trinitrothiophenol","2,4,7-trinitro-6-thiabicyclo[3.1.1]hepta-1(7),2,4-trien-3-ol"
123,123,name,o-Mercaptophenol,C1=CC=C(C(=C1)O)S,acetonitrile,CC#N,19.34,MeCN_Acids_COSMO-RS_2008_Table.pdf,1121-24-0,2-sulfanylphenol
124,124,name,"1,1,3,3-Tetranitrobutane",CC(CC([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],acetonitrile,CC#N,8.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,"1,1,3,3-tetranitrobutane"
125,125,name,Pentakis(trifluoromethyl)-aniline,C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)N)C(F)(F)F)C(F)(F)F)C(F)(F)F,acetonitrile,CC#N,24.59,MeCN_Acids_COSMO-RS_2008_Table.pdf,58956-76-6,"2,3,4,5,6-pentakis(trifluoromethyl)aniline"
126,126,name,"1,3,7,9-Tetranitro-10H-phenoxazine",C1=C(C=C2C(=C1[N+](=O)[O-])NC3=C(C=C(C=C3O2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],acetonitrile,CC#N,18.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,24050-28-0,"1,3,7,9-tetranitro-10H-phenoxazine"
127,127,name,"1,3,7-Trinitrophenoxazine",C1=CC2=C(C=C1[N+](=O)[O-])OC3=CC(=CC(=C3N2)[N+](=O)[O-])[N+](=O)[O-],acetonitrile,CC#N,20.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,"1,3,7-trinitro-10H-phenoxazine"
128,128,name,"1,3,9-Trinitro-10H-phenoxazine",C1=CC(=C2C(=C1)OC3=CC(=CC(=C3N2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],acetonitrile,CC#N,21.9,MeCN_Acids_COSMO-RS_2008_Table.pdf,24050-30-4,"1,3,9-trinitro-10H-phenoxazine"
129,129,name,"1,3-Dinitrophenoxazine",C1=CC=C2C(=C1)NC3=C(C=C(C=C3O2)[N+](=O)[O-])[N+](=O)[O-],acetonitrile,CC#N,22.4,MeCN_Acids_COSMO-RS_2008_Table.pdf,26103-32-2,"1,3-dinitro-10H-phenoxazine"
130,130,name,"1,7-Dimethyl-3-nitrophenoxazine",CC1=CC2=C(NC3=C(O2)C=C(C=C3C)[N+]([O-])=O)C=C1,acetonitrile,CC#N,25.9,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
131,131,name,1-Methyl-3-nitrophenoxazine,CN1C2=C(C=C(C=C2)[N+](=O)[O-])OC3=CC=CC=C31,acetonitrile,CC#N,25.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,80060-95-3,10-methyl-3-nitrophenoxazine
132,132,name,1-Nitro-10H-phenoxazine,C1=CC=C2C(=C1)NC3=C(C=CC=C3O2)[N+](=O)[O-],acetonitrile,CC#N,28.4,MeCN_Acids_COSMO-RS_2008_Table.pdf,26103-27-5,1-nitro-10H-phenoxazine
133,133,name,"3,7-Dinitro-10H-phenoxazine",C1=CC2=C(C=C1[N+](=O)[O-])OC3=C(N2)C=CC(=C3)[N+](=O)[O-],acetonitrile,CC#N,22.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,"3,7-dinitro-10H-phenoxazine"
134,134,name,3-Nitrophenoxazine,C1=CC=C2C(=C1)NC3=C(O2)C=C(C=C3)[N+](=O)[O-],acetonitrile,CC#N,25.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,3-nitro-10H-phenoxazine
135,135,name,"3,4-Dichlorobenzenesulfonamide",C1=CC(=C(C=C1S(=O)(=O)N)Cl)Cl,acetonitrile,CC#N,23.29,MeCN_Acids_COSMO-RS_2008_Table.pdf,23815-28-3,"3,4-dichlorobenzenesulfonamide"
136,136,name,4-Methylbenzenesulfonamide,CC1=CC=C(C=C1)S(=O)(=O)N,acetonitrile,CC#N,24.82,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
137,137,name,Benzenesulfonamide,C1=CC=C(C=C1)S(=O)(=O)N,acetonitrile,CC#N,24.61,MeCN_Acids_COSMO-RS_2008_Table.pdf,98-10-2,benzenesulfonamide
138,138,name,3-Chlorobenzenesulfonamide,C1=CC(=CC(=C1)Cl)S(=O)(=O)N,acetonitrile,CC#N,23.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,17260-71-8,3-chlorobenzenesulfonamide
139,139,name,3-Cyanobenzenesulfonamide,C1=CC(=CC(=C1)S(=O)(=O)N)C#N,acetonitrile,CC#N,23.23,MeCN_Acids_COSMO-RS_2008_Table.pdf,3118-68-1,3-cyanobenzenesulfonamide
140,140,name,3-Methoxybenzenesulfonamide,COC1=CC(=CC=C1)S(=O)(=O)N,acetonitrile,CC#N,24.48,MeCN_Acids_COSMO-RS_2008_Table.pdf,58734-57-9,3-methoxybenzenesulfonamide
141,141,name,3-Nitrobenzenesulfonamide,C1=CC(=CC(=C1)S(=O)(=O)N)[N+](=O)[O-],acetonitrile,CC#N,22.95,MeCN_Acids_COSMO-RS_2008_Table.pdf,121-52-8,3-nitrobenzenesulfonamide
142,142,name,3-Toluenesulfonamide,CC1=CC(=CC=C1)S(=O)(=O)NC2=C(C(=NO2)C)Br,acetonitrile,CC#N,24.67,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,"N-(4-bromo-3-methyl-1,2-oxazol-5-yl)-3-methylbenzenesulfonamide"
143,143,name,3-Trifluoromethylbenzenesulfonamide,C1=CC(=CC(=C1)S(=O)(=O)N)C(F)(F)F,acetonitrile,CC#N,23.53,MeCN_Acids_COSMO-RS_2008_Table.pdf,672-58-2,3-(trifluoromethyl)benzenesulfonamide
144,144,name,"3,4-dimethylbenzenesulfonamide",CC1=C(C=C(C=C1)S(=O)(=O)N)C,acetonitrile,CC#N,25.01,MeCN_Acids_COSMO-RS_2008_Table.pdf,6326-18-7,"3,4-dimethylbenzenesulfonamide"
145,145,name,p-Bromobenzenesulfonamide,C1=CC(=CC=C1S(=O)(=O)N)Br,acetonitrile,CC#N,24.04,MeCN_Acids_COSMO-RS_2008_Table.pdf,701-34-8,4-bromobenzenesulfonamide
146,146,name,p-Fluorobenzenesulfonamide,C1=CC(=CC=C1F)S(=O)(=O)N,acetonitrile,CC#N,24.19,MeCN_Acids_COSMO-RS_2008_Table.pdf,402-46-0,4-fluorobenzenesulfonamide
147,147,name,p-Methoxybenzenesulfonamide,COC1=CC=C(C=C1)S(=O)(=O)N,acetonitrile,CC#N,25.09,MeCN_Acids_COSMO-RS_2008_Table.pdf,1129-26-6,4-methoxybenzenesulfonamide
148,148,name,p-Nitrobenzenesulfonamide,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)N,acetonitrile,CC#N,22.91,MeCN_Acids_COSMO-RS_2008_Table.pdf,6325-93-5,4-nitrobenzenesulfonamide
149,149,name,4-Bromobenzoicacid,C1=CC(=CC=C1C(=O)O)Br,acetonitrile,CC#N,20.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,586-76-5,4-bromobenzoic acid
150,150,name,4-Hydroxybenzoicacid,C1=CC(=CC=C1C(=O)O)O,acetonitrile,CC#N,20.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
151,151,name,Chloroaceticacid,C(C(=O)O)Cl,acetonitrile,CC#N,18.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
152,152,name,Cyanoaceticacid,C(C#N)C(=O)O,acetonitrile,CC#N,18.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
153,153,name,Dichloroaceticacid,C(C(=O)O)(Cl)Cl,acetonitrile,CC#N,13.2,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
154,154,name,Fumaricacid,C(=CC(=O)O)C(=O)O,acetonitrile,CC#N,19.2,MeCN_Acids_COSMO-RS_2008_Table.pdf,26099-09-2,but-2-enedioic acid
155,155,name,Oxalicacid,C(=O)(C(=O)O)O,acetonitrile,CC#N,14.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
156,156,name,Salicylicacid,C1=CC=C(C(=C1)C(=O)O)O,acetonitrile,CC#N,16.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
157,157,name,Trichloroaceticacid,C(=O)(C(Cl)(Cl)Cl)O,acetonitrile,CC#N,10.75,MeCN_Acids_COSMO-RS_2008_Table.pdf,76-03-9,"2,2,2-trichloroacetic acid"
158,158,name,Trifluoroaceticacid,C(=O)(C(F)(F)F)O,acetonitrile,CC#N,12.65,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
159,159,name,"1,3-Benzenedicarboxylicacid",C1=CC(=CC(=C1)C(=O)O)C(=O)O,acetonitrile,CC#N,19.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,121-91-5,"benzene-1,3-dicarboxylic acid"
160,160,name,"1,4-Benzenedicarboxylicacid",C1=CC(=CC=C1C(=O)O)C(=O)O,acetonitrile,CC#N,19.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,100-21-0,terephthalic acid
161,161,name,"1,8-Naphthalicacid",C1=CC2=C(C(=C1)C(=O)O)C(=CC=C2)C(=O)O,acetonitrile,CC#N,21.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,518-05-8,"naphthalene-1,8-dicarboxylic acid"
162,162,name,"2,3-Dibromopropionicacid",C(C(C(=O)O)Br)Br,acetonitrile,CC#N,17.1,MeCN_Acids_COSMO-RS_2008_Table.pdf,600-05-5,"2,3-dibromopropanoic acid"
163,163,name,"2,4,6-Trimethylbenzoicacid",CC1=CC(=C(C(=C1)C)C(=O)O)C,acetonitrile,CC#N,20.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
164,164,name,"2,4-Dichlorobenzoicacid",C1=CC(=C(C=C1Cl)Cl)C(=O)O,acetonitrile,CC#N,18.4,MeCN_Acids_COSMO-RS_2008_Table.pdf,50-84-0,"2,4-dichlorobenzoic acid"
165,165,name,"2,4-Dinitrobenzoicacid",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,acetonitrile,CC#N,16.1,MeCN_Acids_COSMO-RS_2008_Table.pdf,610-30-0,"2,4-dinitrobenzoic acid"
166,166,name,"2,5-Dichlorobenzenesulfonicacid",C1=CC(=C(C=C1Cl)S(=O)(=O)O)Cl,acetonitrile,CC#N,6.2,MeCN_Acids_COSMO-RS_2008_Table.pdf,88-42-6,"2,5-dichlorobenzenesulfonic acid"
167,167,name,"2,6-Dichlorobenzoicacid",C1=CC(=C(C(=C1)Cl)C(=O)O)Cl,acetonitrile,CC#N,17.6,MeCN_Acids_COSMO-RS_2008_Table.pdf,50-30-6,"2,6-dichlorobenzoic acid"
168,168,name,"2,6-Dinitrobenzoicacid",C1=CC(=C(C(=C1)[N+](=O)[O-])C(=O)O)[N+](=O)[O-],acetonitrile,CC#N,15.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,603-12-3,"2,6-dinitrobenzoic acid"
169,169,name,2-Chloro-benzoicacid,C1=CC=C(C(=C1)C(=O)O)Cl,acetonitrile,CC#N,19.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
170,170,name,"3,4-Dichlorobenzoicacid",C1=CC(=C(C=C1C(=O)O)Cl)Cl,acetonitrile,CC#N,19.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,51-44-5,"3,4-dichlorobenzoic acid"
171,171,name,"3,4-Dimethylbenzoicacid",CC1=C(C=C(C=C1)C(=O)O)C,acetonitrile,CC#N,19.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,619-04-5,"3,4-dimethylbenzoic acid"
172,172,name,"3,5-Dichlorobenzoicacid",C1=C(C=C(C=C1Cl)Cl)C(=O)O,acetonitrile,CC#N,18.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,51-36-5,"3,5-dichlorobenzoic acid"
173,173,name,"3,5-Dinitrobenzoicacid",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,acetonitrile,CC#N,17.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,99-34-3,"3,5-dinitrobenzoic acid"
174,174,name,3-Bromobenzoicacid,C1=CC(=CC(=C1)Br)C(=O)O,acetonitrile,CC#N,19.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,585-76-2,3-bromobenzoic acid
175,175,name,3-Nitrobenzoicacid,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,acetonitrile,CC#N,19.2,MeCN_Acids_COSMO-RS_2008_Table.pdf,121-92-6,3-nitrobenzoic acid
176,176,name,4-Chloro-3-nitrobenzoicacid,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])Cl,acetonitrile,CC#N,18.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,96-99-1,4-chloro-3-nitrobenzoic acid
177,177,name,4-Dimethylaminobenzoicacid,CN(C)C1=CC=C(C=C1)C(=O)O,acetonitrile,CC#N,23.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
178,178,name,4-Nitrobenzoicacid,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],acetonitrile,CC#N,18.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,62-23-7,4-nitrobenzoic acid
179,179,name,Butyricacid,CCCC(=O)O,acetonitrile,CC#N,22.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
180,180,name,Hexanedioicacid,C(CCC(=O)O)CC(=O)O,acetonitrile,CC#N,20.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,124-04-9,hexanedioic acid
181,181,name,Hydracrylicacid,C(CO)C(=O)O,acetonitrile,CC#N,21.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,C(CN(C(CO)(C(=O)O)CC1=CC=CC=C1)OCC(=O)O)N(C(CO)(C(=O)O)CC1=CC=CC=C1)OCC(=O)O,2-benzyl-2-[2-[(2-carboxy-1-hydroxy-3-phenylpropan-2-yl)-(carboxymethoxy)amino]ethyl-(carboxymethoxy)amino]-3-hydroxypropanoic acid
182,182,name,Hydroxy-aceticacid,C(C(=O)O)O,acetonitrile,CC#N,19.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
183,183,name,Nonanedioicacid,C(CCCC(=O)O)CCCC(=O)O,acetonitrile,CC#N,20.9,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
184,184,name,o-Nitrobenzoicacid,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],acetonitrile,CC#N,18.2,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
185,185,name,Pentanedioicacid,C(CC(=O)O)CC(=O)O,acetonitrile,CC#N,19.2,MeCN_Acids_COSMO-RS_2008_Table.pdf,110-94-1,pentanedioic acid
186,186,name,Tartaricacid,C(C(C(=O)O)O)(C(=O)O)O,acetonitrile,CC#N,15.1,MeCN_Acids_COSMO-RS_2008_Table.pdf,526-83-0,"2,3-dihydroxybutanedioic acid"
187,187,name,Nitricacid,[N+](=O)(O)[O-],acetonitrile,CC#N,8.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
188,188,name,2-Bromophenol,C1=CC=C(C(=C1)O)Br,acetonitrile,CC#N,23.92,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
189,189,name,"3,4,5-Trichlorophenol",C1=C(C=C(C(=C1Cl)Cl)Cl)O,acetonitrile,CC#N,22.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,609-19-8,"3,4,5-trichlorophenol"
190,190,name,"3,4-Dichlorophenol",C1=CC(=C(C=C1O)Cl)Cl,acetonitrile,CC#N,24.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
191,191,name,"3,5-Dichlorophenol",C1=C(C=C(C=C1Cl)Cl)O,acetonitrile,CC#N,23.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
192,192,name,3-Chlorophenol,C1=CC(=CC(=C1)Cl)O,acetonitrile,CC#N,25.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,108-43-0,3-chlorophenol
193,193,name,4-Bromophenol,C1=CC(=CC=C1O)Br,acetonitrile,CC#N,25.53,MeCN_Acids_COSMO-RS_2008_Table.pdf,106-41-2,4-bromophenol
194,194,name,4-Chlorophenol,C1=CC(=CC=C1O)Cl,acetonitrile,CC#N,25.44,MeCN_Acids_COSMO-RS_2008_Table.pdf,106-48-9,4-chlorophenol
195,195,name,4-Nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O,acetonitrile,CC#N,20.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
196,196,name,p-Cresole,CC1=CC=C(C=C1)O,acetonitrile,CC#N,27.45,MeCN_Acids_COSMO-RS_2008_Table.pdf,106-44-5,4-methylphenol
197,197,name,Phenol,C1=CC=C(C=C1)O,acetonitrile,CC#N,29.14,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
198,198,name,2-Methylphenol,CC1=CC=CC=C1O,acetonitrile,CC#N,27.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
199,199,name,"3,4-Dinitrophenol",C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-],acetonitrile,CC#N,17.9,MeCN_Acids_COSMO-RS_2008_Table.pdf,577-71-9,"3,4-dinitrophenol"
200,200,name,3-Chloro-4-nitrophenol,C1=CC(=C(C=C1O)Cl)[N+](=O)[O-],acetonitrile,CC#N,19.9,MeCN_Acids_COSMO-RS_2008_Table.pdf,491-11-2,3-chloro-4-nitrophenol
201,201,name,3-Nitrophenol,C1=CC(=CC(=C1)O)[N+](=O)[O-],acetonitrile,CC#N,23.8,MeCN_Acids_COSMO-RS_2008_Table.pdf,554-84-7,3-nitrophenol
202,202,name,3-Trifluoromethyl-4-nitrophenol,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],acetonitrile,CC#N,19.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,88-30-2,4-nitro-3-(trifluoromethyl)phenol
203,203,name,"4-Chloro-2,6-dinitrophenol",C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])Cl,acetonitrile,CC#N,15.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,88-87-9,"4-chloro-2,6-dinitrophenol"
204,204,name,4-Cyanophenol,C1=CC(=CC=C1C#N)O,acetonitrile,CC#N,22.7,MeCN_Acids_COSMO-RS_2008_Table.pdf,767-00-0,4-hydroxybenzonitrile
205,205,name,3-Trifluoromethylphenol,C1=CC(=CC(=C1)O)C(F)(F)F,acetonitrile,CC#N,24.9,MeCN_Acids_COSMO-RS_2008_Table.pdf,98-17-9,3-(trifluoromethyl)phenol
206,206,name,"4-(1,1-Dimethylethyl)-phenol",CC(C)(C)C1=CC=C(C=C1)O,acetonitrile,CC#N,27.48,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
207,207,name,"3,5-Dinitrophenol",C1=C(C=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-],acetonitrile,CC#N,20.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,586-11-8,"3,5-dinitrophenol"
208,208,name,"2,3,5,6-Tetrafluoro-4-methylphenol",CC1=C(C(=C(C(=C1F)F)O)F)F,acetonitrile,CC#N,20.3,MeCN_Acids_COSMO-RS_2008_Table.pdf,1644-90-2,"2,3,5,6-tetrafluoro-4-methylphenol"
209,209,name,"2,4,6-Trichlorophenol",C1=C(C=C(C(=C1Cl)O)Cl)Cl,acetonitrile,CC#N,22.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
210,210,name,2-Trifluoromethylphenol,C1=CC=C(C(=C1)C(F)(F)F)O,acetonitrile,CC#N,24.88,MeCN_Acids_COSMO-RS_2008_Table.pdf,444-30-4,2-(trifluoromethyl)phenol
211,211,name,3-Trifluoromethylphenol,C1=CC(=CC(=C1)O)C(F)(F)F,acetonitrile,CC#N,26.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,98-17-9,3-(trifluoromethyl)phenol
212,212,name,4-Trifluoromethylphenol,C1=CC(=CC=C1C(F)(F)F)O,acetonitrile,CC#N,25.54,MeCN_Acids_COSMO-RS_2008_Table.pdf,402-45-9,4-(trifluoromethyl)phenol
213,213,name,"3,5-Bis(trifluoromethyl)-phenol",C1=C(C=C(C=C1C(F)(F)F)O)C(F)(F)F,acetonitrile,CC#N,23.78,MeCN_Acids_COSMO-RS_2008_Table.pdf,349-58-6,"3,5-bis(trifluoromethyl)phenol"
214,214,name,"2,6-Bis(1,1-dimethylethyl)-4-nitrophenol",CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[N+](=O)[O-],acetonitrile,CC#N,19.0,MeCN_Acids_COSMO-RS_2008_Table.pdf,728-40-5,"2,6-ditert-butyl-4-nitrophenol"
215,215,name,Pentakis(trifluoromethyl)-phenol,C1(=C(C(=C(C(=C1C(F)(F)F)C(F)(F)F)O)C(F)(F)F)C(F)(F)F)C(F)(F)F,acetonitrile,CC#N,10.46,MeCN_Acids_COSMO-RS_2008_Table.pdf,723294-91-5,"2,3,4,5,6-pentakis(trifluoromethyl)phenol"
216,216,name,4-Methylbenzenesulfonic acid,CC1=CC=C(C=C1)S(=O)(=O)O,acetonitrile,CC#N,8.01,MeCN_Acids_COSMO-RS_2008_Table.pdf,104-15-4,4-methylbenzenesulfonic acid
217,217,name,Methanesulfonic acid,CS(=O)(=O)O,acetonitrile,CC#N,9.97,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
218,218,name,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,acetonitrile,CC#N,2.6,MeCN_Acids_COSMO-RS_2008_Table.pdf,1493-13-6,trifluoromethanesulfonic acid
219,219,name,sulfuric acid,OS(=O)(=O)O,acetonitrile,CC#N,7.2,MeCN_Acids_COSMO-RS_2008_Table.pdf,-,-
220,220,name,HBr,Br,acetonitrile,CC#N,5.5,MeCN_Acids_COSMO-RS_2008_Table.pdf,24959-67-9,bromide
