,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
533,CC(C)[C@@H](C(=O)O)[NH3+:6],O,0,0,9.74,['9.74'],['hunt_et_al']
534,CC(C)[C@@H](C(=O)[O-])[NH3+:6],O,0,0,9.74,['9.74'],['hunt_et_al']
535,CC(C)[C@@H](C(=O)[OH:8])[NH3+],O,0,0,2.29,['2.29'],['hunt_et_al']
536,CC(C)(C(=O)[OH:8])C(=O)O,O,0,0,3.15,['3.15'],['hunt_et_al']
537,CC(C)(C(=O)[OH:8])C(=O)[O-],O,0,0,6.06,['6.06'],['hunt_et_al']
538,CC(C)(C)c1ccccc1[OH:11],O,0,0,10.62,['10.62'],['hunt_et_al']
539,CC(C)(C)c1ccc(cc1)[OH:11],O,0,0,10.23,['10.23'],['hunt_et_al']
540,Cc1ccc(c(c1)[OH:11])C(C)C,O,0,0,10.62,['10.62'],['hunt_et_al']
541,c1ccc(c(c1)OCC(=O)[OH:10])F,O,0,0,3.08,['3.08'],['hunt_et_al']
542,c1cc(cc(c1)F)OCC(=O)[OH:10],O,0,0,3.07,['3.07'],['hunt_et_al']
543,c1cc(ccc1OCC(=O)[OH:10])F,O,0,0,3.56,['3.56'],['hunt_et_al']
544,Cc1ccc(c(c1)C(C)(C)C)[OH:12],O,0,0,11.5,['11.5'],['hunt_et_al']
545,c1cc(c(cc1Cl)Cl)OCC(=O)[OH:10],O,0,0,2.64,['2.64'],['hunt_et_al']
546,COC(=O)[C@H](CC(=O)[OH:17])c1ccc(cc1)N(=O)=O,O,0,0,4.07,['4.07'],['hunt_et_al']
547,CC(=O)[C@@H](C(=O)OCc1ccccc1)[NH3+:12],O,0,0,5.2,['5.2'],['hunt_et_al']
548,CC(C)(C)c1cccc(c1[OH:13])[S@@](=O)C,O,0,0,9.5,['9.5'],['hunt_et_al']
549,CCCCP(=O)(CCCC)[C@](C)(C(=O)[OH:14])O,O,0,0,2.94,['2.94'],['hunt_et_al']
550,C[N+](C)(C)c1ccc(cc1)CC(=O)[OH:14],O,0,0,3.75,['3.75'],['hunt_et_al']
551,C[N+](C)(C)CCc1ccccc1[OH:13],O,0,0,9.57,['9.57'],['hunt_et_al']
552,c1ccc(c(c1)c2ccccc2O)[OH:13],O,0,0,7.56,['7.56'],['hunt_et_al']
553,COC(=O)c1cc2ccccc2c(c1)[OH:14],O,0,0,8.75,['8.75'],['hunt_et_al']
554,COc1ccc(c2c1cccc2)C(=O)[OH:14],O,0,0,4.31,['4.31'],['hunt_et_al']
555,Cc1cc(c(c(c1)/C(=C/C(=O)[OH:15])/C)O)C,O,0,0,4.54,['4.54'],['hunt_et_al']
556,C[C@@](CC(=O)[OH:15])(c1ccccc1)C(=O)OC,O,0,0,4.46,['4.46'],['hunt_et_al']
557,C[C@@H](CCCC(=O)[OH:14])c1ccccc1,O,0,0,4.8,['4.8'],['hunt_et_al']
558,Cc1cc(c(c(c1)C(C)(C)C)[OH:13])C,O,0,0,12.04,['12.04'],['hunt_et_al']
559,CCCc1cccc(c1[OH:13])CCC,O,0,0,11.25,['11.25'],['hunt_et_al']
560,CCc1cc(c(cc1[OH:13])C)C(C)C,O,0,0,10.85,['10.85'],['hunt_et_al']
561,CCc1cc(c(cc1C)[OH:13])C(C)C,O,0,0,10.01,['10.01'],['hunt_et_al']
562,CCCCCCc1ccccc1[OH:13],O,0,0,10.66,['10.66'],['hunt_et_al']
563,CCCCCCCCCCCC(=O)[OH:14],O,0,0,5.3,['5.3'],['hunt_et_al']
564,c1ccc(cc1)c2cc(cc(c2[OH:19])N(=O)=O)N(=O)=O,O,0,0,3.848,['3.848'],['hunt_et_al']
565,c1ccc(c(c1)c2ccc(cc2)Br)[OH:13],O,0,0,10.96,['10.96'],['hunt_et_al']
566,c1ccc(c(c1)c2ccc(cc2)I)[OH:13],O,0,0,10.92,['10.92'],['hunt_et_al']
567,c1ccc(c(c1)c2ccc(cc2)N(=O)=O)[OH:16],O,0,0,10.42,['10.42'],['hunt_et_al']
568,c1ccc(cc1)c2ccc(c(c2)[OH:16])N(=O)=O,O,0,0,6.74,['6.74'],['hunt_et_al']
569,c1ccc(cc1)c2ccc(c(c2)N(=O)=O)[OH:16],O,0,0,6.73,['6.73'],['hunt_et_al']
570,c1ccc(c(c1)/N=N/c2ccccc2O)[OH:15],O,0,0,7.8,['7.8'],['hunt_et_al']
571,CCc1ccc(c2c1sc(c2)CC)[OH:13],O,0,0,9.56,['9.56'],['hunt_et_al']
572,CC(C)(C)c1ccc(cc1)SCC(=O)[OH:14],O,0,0,3.758,['3.758'],['hunt_et_al']
573,CC(C)(C)c1ccc(cc1)[S@@](=O)CC(=O)[OH:15],O,0,0,2.773,['2.773'],['hunt_et_al']
574,c1cc(c(c(c1)N(=O)=O)[NH:13]c2ccc(cc2Cl)Cl)N(=O)=O,O,0,0,12.53,['12.53'],['hunt_et_al']
575,c1ccc(cc1)[NH:13]S(=O)(=O)c2cccc(c2)N(=O)=O,O,0,0,7.5,['7.5'],['hunt_et_al']
576,c1ccc(cc1)S(=O)(=O)[NH:13]c2cccc(c2)N(=O)=O,O,0,0,6.94,['6.94'],['hunt_et_al']
577,c1ccc(cc1)S(=O)(=O)[NH:13]c2ccc(cc2)N(=O)=O,O,0,0,6.2,['6.2'],['hunt_et_al']
578,c1ccc(cc1)[NH:13]S(=O)(=O)c2ccccc2,O,0,0,8.31,['8.31'],['hunt_et_al']
579,C[N+](C)(C)CCCc1ccccc1[OH:14],O,0,0,9.78,['9.78'],['hunt_et_al']
580,C[N+](C)(C)CCCc1cccc(c1)[OH:14],O,0,0,9.64,['9.64'],['hunt_et_al']
581,c1ccc(cc1)[NH:13]S(=O)(=O)c2ccc(cc2)Cl,O,0,0,7.98,['7.98'],['hunt_et_al']
582,c1ccc(cc1)S(=O)(=O)[NH:13]c2ccc(cc2)Cl,O,0,0,7.93,['7.93'],['hunt_et_al']
583,COc1ccc(cc1)c2ccccc2[OH:14],O,0,0,11.38,['11.38'],['hunt_et_al']
584,c1ccc(c(c1)Cc2ccccc2O)[OH:14],O,0,0,7.5,['7.5'],['hunt_et_al']
585,c1cc(ccc1Cc2ccc(cc2)O)[OH:14],O,0,0,7.55,['7.55'],['hunt_et_al']
586,CCOC(=O)c1cc(cc2c1cccc2)[OH:15],O,0,0,8.89,['8.89'],['hunt_et_al']
587,c1cc(ccc1C(=O)[OH:15])[C@@]23CCC[C@@H]2C3,O,0,0,4.02,['4.02'],['hunt_et_al']
588,CCc1ccc(c2c1oc(c2CC)C)[OH:15],O,0,0,9.94,['9.94'],['hunt_et_al']
589,c1cc(ccc1C2CCCCC2)C(=O)[OH:15],O,0,0,4.39,['4.39'],['hunt_et_al']
590,C[C@](Cc1ccccc1)(CC(=O)OC)C(=O)[OH:16],O,0,0,4.65,['4.65'],['hunt_et_al']
591,CC[C@@](CC(=O)OC)(c1ccccc1)C(=O)[OH:16],O,0,0,4.18,['4.18'],['hunt_et_al']
592,CC[C@](CC(=O)[OH:16])(c1ccccc1)C(=O)OC,O,0,0,4.46,['4.46'],['hunt_et_al']
593,CC(C)(C)[C@H]([C@H](C(=O)OC)C(C)(C)C)C(=O)[OH:16],O,0,0,5.57,['5.57'],['hunt_et_al']
594,c1(c(c(c(c(c1F)F)C(=O)[OH:15])F)F)c2c(c(c(c(c2F)F)F)F)F,O,0,0,1.42,['1.42'],['hunt_et_al']
595,c1ccc(cc1)/N=N/c2ccc(c(c2)C(=O)[OH:18])O,O,0,0,2.3,['2.3'],['hunt_et_al']
596,c1ccc(c(c1)C(=O)[OH:19])/N=N/c2ccc(c(c2)O)O,O,0,0,3.12,['3.12'],['hunt_et_al']
597,c1ccc(cc1)C(=S)[NH:14]c2ccccc2,O,0,0,10.6,['10.6'],['hunt_et_al']
598,CC[C@](Cc1ccc(cc1)N(=O)=O)(CC(=O)OC)C(=O)[OH:20],O,0,0,3.7,['3.7'],['hunt_et_al']
599,C[C@](Cc1ccc(cc1)N(=O)=O)(CC(=O)OC)C(=O)[OH:19],O,0,0,4.4,['4.4'],['hunt_et_al']
600,CC[C@](CC(=O)[OH:19])(c1ccc(cc1)N(=O)=O)C(=O)OC,O,0,0,4.29,['4.29'],['hunt_et_al']
601,c1cc(ccc1/N=N/c2ccc(c(c2)C(=O)[OH:18])O)Cl,O,0,0,2.5,['2.5'],['hunt_et_al']
602,Cc1ccc(cc1)S(=O)(=O)[NH:14]c2ccccc2,O,0,0,8.46,['8.46'],['hunt_et_al']
603,Cc1ccc(cc1)[NH:14]S(=O)(=O)c2ccccc2,O,0,0,8.64,['8.64'],['hunt_et_al']
604,COc1ccc(cc1)S(=O)(=O)[NH:14]c2ccccc2,O,0,0,8.66,['8.66'],['hunt_et_al']
605,COc1ccc(cc1)[NH:14]S(=O)(=O)c2ccccc2,O,0,0,8.7,['8.7'],['hunt_et_al']
606,c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)[OH:17],O,0,0,9.9,['9.9'],['hunt_et_al']
607,c1cc2c(c(c1)[OH:17])C(=O)c3cccc(c3C2=O)O,O,0,0,9.49,['9.49'],['hunt_et_al']
608,c1cc2c(c(c1)[OH:17])C(=O)c3c(cccc3O)C2=O,O,0,0,8.3,['8.3'],['hunt_et_al']
609,c1cc2c(cc1[OH:17])C(=O)c3ccc(cc3C2=O)O,O,0,0,6.22,['6.22'],['hunt_et_al']
610,c1ccc(cc1)C(=O)c2ccccc2C(=O)[OH:17],O,0,0,3.536,['3.536'],['hunt_et_al']
611,CC(=O)c1cccc(c1)c2ccccc2[OH:16],O,0,0,10.91,['10.91'],['hunt_et_al']
612,CCOc1ccc(cc1)c2ccccc2[OH:15],O,0,0,11.39,['11.39'],['hunt_et_al']
613,c1cc(ccc1C(=O)[OH:16])[C@@]23CCCC[C@@H]2C3,O,0,0,4.16,['4.16'],['hunt_et_al']
614,CC(C)(C)c1cc(cc(c1)[OH:15])C(C)(C)C,O,0,0,10.29,['10.29'],['hunt_et_al']
615,Cc1ccccc1/N=N/c2ccc(c(c2)C(=O)[OH:19])O,O,0,0,2.12,['2.12'],['hunt_et_al']
616,c1ccc(cc1)P(=O)(CC(=O)[OH:17])c2ccccc2,O,0,0,3.62,['3.62'],['hunt_et_al']
617,Cc1ccc(cc1)OP(=O)([OH:16])Oc2ccc(cc2)C,O,0,0,0.4,['0.4'],['hunt_et_al']
618,c1ccc(cc1)N(C(=O)c2cccc(c2)C(F)(F)F)[OH:17],O,0,0,8.15,['8.15'],['hunt_et_al']
619,Cc1ccc(cc1)C(=O)c2ccccc2C(=O)[OH:18],O,0,0,3.644,['3.644'],['hunt_et_al']
620,CC(C)(C)c1cc(cc(c1[OH:17])C(C)(C)C)C=O,O,0,0,8.05,['8.05'],['hunt_et_al']
621,Cc1cc(c(c(c1)C(C)(C)C)[OH:16])C(C)(C)C,O,0,0,12.23,['12.23'],['hunt_et_al']
622,CCCc1cc(c(c(c1)CCC)[OH:16])CCC,O,0,0,11.59,['11.59'],['hunt_et_al']
623,c1ccc2c(c1)c(ccc2[OH:19])/N=N/c3ccccn3,O,0,0,9.1,['9.1'],['hunt_et_al']
624,Cc1ccccc1N(C(=O)Cc2ccccc2)[OH:18],O,0,0,8.46,['8.46'],['hunt_et_al']
625,Cc1ccccc1N(C(=O)c2ccc(cc2)OC)[OH:18],O,0,0,8.44,['8.44'],['hunt_et_al']
626,CCCC[C@@H](CC)COP(=O)([OH:18])OC[C@H](CC)CCCC,O,0,0,2.85,['2.85'],['hunt_et_al']
627,CCOC(=O)c1cc(c(c(c1)C(C)(C)C)[OH:19])C(C)(C)C,O,0,0,9.5,['9.5'],['hunt_et_al']
628,CCN(CC)C(=O)[C@@H]1CCC[N@@H+:18](C1)Cc2ccc(cc2)N(=O)=O,O,0,0,6.9,['6.9'],['hunt_et_al']
629,C[NH3+:2],O,0,0,10.66,['10.66'],['hunt_et_al']
630,CCO[Si](C)(C)C[NH3+:6],O,0,0,10.18,['10.18'],['hunt_et_al']
631,CCO[Si](C[NH3+:8])(OCC)OCC,O,0,0,8.34,['8.34'],['hunt_et_al']
632,C[Si](C)(C)C[NH3+:5],O,0,0,10.96,['10.96'],['hunt_et_al']
633,C[NH+:3](C)Cl,O,0,0,0.46,['0.46'],['hunt_et_al']
634,C[NH+:4](C)C,O,0,0,9.8,['9.8'],['hunt_et_al']
635,C[NH2+:3]C,O,0,0,10.73,['10.73'],['hunt_et_al']
636,CC[NH+:9](CC)CCC(=O)C,O,0,0,9.04,['9.04'],['hunt_et_al']
637,CC(=O)CC[NH+:7](C)C,O,0,0,8.4,['8.4'],['hunt_et_al']
638,CC[NH3+:3],O,0,0,10.7,['10.7'],['hunt_et_al']
639,C(CBr)[NH3+:3],O,0,0,8.49,['8.49'],['hunt_et_al']
640,C(CO)[NH3+:3],O,0,0,9.51,['9.51'],['hunt_et_al']
641,CSCC[NH3+:4],O,0,0,9.49,['9.49'],['hunt_et_al']
642,C[Si](C)(C)CC[NH3+:6],O,0,0,10.97,['10.97'],['hunt_et_al']
643,CC[NH+:15](CC)CCC(=O)Cc1ccccc1,O,0,0,9.4,['9.4'],['hunt_et_al']
644,C[NH+:13](C)CCC(=O)Cc1ccccc1,O,0,0,8.3,['8.3'],['hunt_et_al']
645,CC[NH+:7](CCCl)CCCl,O,0,0,6.55,['6.55'],['hunt_et_al']
646,CC[NH+:11](CC)CCN(CC)CC,O,0,0,9.55,['9.55'],['hunt_et_al']
647,CC[NH+:11](CC)CC[NH+](CC)CC,O,0,0,6.18,['6.18'],['hunt_et_al']
648,CC(=O)OCC[NH3+:5],O,0,0,9.1,['9.1'],['hunt_et_al']
649,C[NH+:7](C)CCN(C)C,O,0,0,9.1,['9.1'],['hunt_et_al']
650,C[NH+:7](C)CC[NH+](C)C,O,0,0,5.7,['5.7'],['hunt_et_al']
651,C[NH+:18](C)CCO[C@@H](c1ccccc1)c2ccc(cc2)Br,O,0,0,8.64,['8.64'],['hunt_et_al']
652,C(CCl)[NH+:7](CCCl)CCCl,O,0,0,4.37,['4.37'],['hunt_et_al']
653,CC[NH+:7](CC)CCCl,O,0,0,8.8,['8.8'],['hunt_et_al']
654,C[N@@H+:6](CCO)CCCl,O,0,0,7.48,['7.48'],['hunt_et_al']
655,CC[NH2+:19]CCC(=O)C(c1ccccc1)c2ccccc2,O,0,0,9.55,['9.55'],['hunt_et_al']
656,CC[NH+:5](C)C,O,0,0,10.2,['10.2'],['hunt_et_al']
657,C[NH+:5](C)CCO,O,0,0,9.0,['9.0'],['hunt_et_al']
658,CC[NH2+:5]CC,O,0,0,10.98,['10.98'],['hunt_et_al']
659,C(CO)[NH+:7](CCO)CCO,O,0,0,7.762,['7.762'],['hunt_et_al']
660,C(CO)[NH2+:5]CCO,O,0,0,8.883,['8.883'],['hunt_et_al']
661,C[NH+:6](CCO)CCO,O,0,0,8.52,['8.52'],['hunt_et_al']
662,c1cc(ccc1C(=O)[OH:9])Br,O,0,0,3.97,['3.97'],['hunt_et_al']
663,CCC[NH3+:4],O,0,0,10.69,['10.69'],['hunt_et_al']
664,CC(C)[NH3+:4],O,0,0,10.63,['10.63'],['hunt_et_al']
665,C(C[NH3+:4])CBr,O,0,0,8.93,['8.93'],['hunt_et_al']
666,CC(CO)(CO)[NH3+:5],O,0,0,8.801,['8.801'],['hunt_et_al']
667,CC(C)(C)C[NH3+:6],O,0,0,10.15,['10.15'],['hunt_et_al']
668,C(C[NH3+:4])CO,O,0,0,9.96,['9.96'],['hunt_et_al']
669,c1ccc(c(c1)C#N)C(=O)[OH:11],O,0,0,3.14,['3.14'],['hunt_et_al']
670,C[C@@H](CO)[NH3+:4],O,0,0,9.43,['9.43'],['hunt_et_al']
671,C(C[NH3+:4])C(Cl)(Cl)Cl,O,0,0,9.65,['9.65'],['hunt_et_al']
672,c1cc(cc(c1)C(=O)[OH:11])C#N,O,0,0,3.598,['3.598'],['hunt_et_al']
673,CCC[NH+:8](CCCl)CCCl,O,0,0,6.68,['6.68'],['hunt_et_al']
674,CC[NH+:12](CC)CCCN(CC)CC,O,0,0,10.18,['10.18'],['hunt_et_al']
675,CC[NH+:12](CC)CCC[NH+](CC)CC,O,0,0,8.2,['8.2'],['hunt_et_al']
676,C[C@H](C[NH+:11](C[C@@H](C)O)C(C)(C)C)O,O,0,0,9.4,['9.4'],['hunt_et_al']
677,C[C@H](CCC(c1ccccc1)(c2ccccc2)C(=O)O)[NH+:21](C)C,O,0,0,10.88,['10.88'],['hunt_et_al']
678,C[C@H](CCC(c1ccccc1)(c2ccccc2)C(=O)[O-])[NH+:21](C)C,O,0,0,10.88,['10.88'],['hunt_et_al']
679,CC[NH+:22](CC)CCC(C#N)(c1ccccc1)c2ccccc2,O,0,0,9.08,['9.08'],['hunt_et_al']
680,c1c(cc(c(c1O)O)O)C(=O)[OH:12],O,0,0,4.21,['4.21'],['hunt_et_al']
681,CC(C)(C[NH3+:6])CN,O,0,0,10.22,['10.22'],['hunt_et_al']
682,CC(C)(C[NH3+:6])C[NH3+],O,0,0,8.18,['8.18'],['hunt_et_al']
683,CC(C)C[NH+:13](CC(C)C)CC(C)C,O,0,0,10.32,['10.32'],['hunt_et_al']
684,c1cc(ccc1C(=O)[OH:12])N(=O)=O,O,0,0,3.42,['3.42'],['hunt_et_al']
685,CCC[NH+:6](C)C,O,0,0,10.2,['10.2'],['hunt_et_al']
686,CC(C)[NH+:6](C)C,O,0,0,10.47,['10.47'],['hunt_et_al']
687,C[NH+:18](C)CCC(c1ccccc1)c2ccccc2,O,0,0,9.35,['9.35'],['hunt_et_al']
688,CCOC(=O)C(CC[NH+:21](C)C)(c1ccccc1)c2ccccc2,O,0,0,9.87,['9.87'],['hunt_et_al']
689,CCOC(=O)C(C[C@H](C)[NH+:22](C)C)(c1ccccc1)c2ccccc2,O,0,0,10.12,['10.12'],['hunt_et_al']
690,CCC(=O)C(CC[NH+:21](C)C)(c1ccccc1)c2ccccc2,O,0,0,9.18,['9.18'],['hunt_et_al']
691,CCC[NH+:10](CCC)CCC,O,0,0,10.26,['10.26'],['hunt_et_al']
692,C[C@H](C[NH2+:6]CCO)O,O,0,0,9.4,['9.4'],['hunt_et_al']
693,C[C@H](C[NH2+:7]C(C)C)O,O,0,0,10.0,['10.0'],['hunt_et_al']
694,CC(C)[NH2+:7]C(C)C,O,0,0,10.96,['10.96'],['hunt_et_al']
695,CCC[NH2+:7]CCC,O,0,0,11.0,['11.0'],['hunt_et_al']
696,C=CC[NH2+:7]CC=C,O,0,0,9.29,['9.29'],['hunt_et_al']
697,C[NH+:8](CC=C)CC=C,O,0,0,8.79,['8.79'],['hunt_et_al']
698,C[NH2+:5]CC=C,O,0,0,10.11,['10.11'],['hunt_et_al']
699,C#CC[NH3+:4],O,0,0,8.15,['8.15'],['hunt_et_al']
700,CC(=O)CCCC[NH+:9](C)C,O,0,0,9.6,['9.6'],['hunt_et_al']
701,CC[C@@H](C)[NH3+:5],O,0,0,10.56,['10.56'],['hunt_et_al']
702,CC[C@H](C)C[NH3+:6],O,0,0,10.64,['10.64'],['hunt_et_al']
703,CC(C)CC[NH3+:6],O,0,0,10.6,['10.6'],['hunt_et_al']
704,c1cc(c(c(c1)N(=O)=O)C(=O)[OH:15])N(=O)=O,O,0,0,1.14,['1.14'],['hunt_et_al']
705,CCC(C)(C)[NH3+:6],O,0,0,10.72,['10.72'],['hunt_et_al']
706,CCCC[NH+:9](CCCl)CCCl,O,0,0,6.61,['6.61'],['hunt_et_al']
707,CCCC[NH+:11](C[C@@H](C)O)C[C@@H](C)O,O,0,0,9.3,['9.3'],['hunt_et_al']
708,CCCC[NH2+:9]CCCC,O,0,0,11.25,['11.25'],['hunt_et_al']
709,CC[NH+:11](CC)CCCCC#N,O,0,0,10.08,['10.08'],['hunt_et_al']
710,c1cc(c(cc1C(=O)[OH:15])N(=O)=O)N(=O)=O,O,0,0,2.82,['2.82'],['hunt_et_al']
711,CCCC[NH+:7](C)C,O,0,0,10.2,['10.2'],['hunt_et_al']
712,CCC[C@@H](C)[NH+:8](C)C,O,0,0,10.57,['10.57'],['hunt_et_al']
713,CC(C)CC[NH2+:11]CCC(C)C,O,0,0,10.94,['10.94'],['hunt_et_al']
714,c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)[OH:15],O,0,0,2.82,['2.82'],['hunt_et_al']
715,C[C@@H](C=C(c1cccs1)c2cccs2)[NH+:15](C)C,O,0,0,8.9,['8.9'],['hunt_et_al']
716,C(C[NH3+:5])C=C(Cl)Cl,O,0,0,10.12,['10.12'],['hunt_et_al']
717,CCCCC[NH3+:6],O,0,0,10.63,['10.63'],['hunt_et_al']
718,C(CC[NH3+:6])CCBr,O,0,0,9.62,['9.62'],['hunt_et_al']
719,Cc1c(cc(cc1N(=O)=O)C(=O)[OH:16])N(=O)=O,O,0,0,2.97,['2.97'],['hunt_et_al']
720,C(CC[NH3+:6])CCO,O,0,0,10.46,['10.46'],['hunt_et_al']
721,CCC(C)(CC)[NH3+:7],O,0,0,10.63,['10.63'],['hunt_et_al']
722,C(CC[NH3+:6])CC(Cl)(Cl)Cl,O,0,0,10.12,['10.12'],['hunt_et_al']
723,CCCCC[NH2+:11]CCCCC,O,0,0,11.16,['11.16'],['hunt_et_al']
724,CCCCC[NH+:12](C[C@@H](C)O)C[C@@H](C)O,O,0,0,9.0,['9.0'],['hunt_et_al']
725,c1c(cc(c(c1N(=O)=O)C(=O)[OH:18])N(=O)=O)N(=O)=O,O,0,0,0.65,['0.65'],['hunt_et_al']
726,CC[NH+:12](CC)CCCCCC#N,O,0,0,10.46,['10.46'],['hunt_et_al']
727,CC(C)C(C(C)C)[NH+:10](C)C,O,0,0,9.96,['9.96'],['hunt_et_al']
728,CCCCCC[NH3+:7],O,0,0,10.64,['10.64'],['hunt_et_al']
729,C(CCCBr)CC[NH3+:7],O,0,0,10.6,['10.6'],['hunt_et_al']
730,C/C(=N\O)/C(C)(C)CCC[NH3+:10],O,0,0,9.14,['9.14'],['hunt_et_al']
731,CCCCCC[NH+:13](C[C@@H](C)O)C[C@@H](C)O,O,0,0,8.5,['8.5'],['hunt_et_al']
732,CCCCCC[NH2+:13]CCCCCC,O,0,0,11.01,['11.01'],['hunt_et_al']
733,CCCCC[C@@H](C)[NH3+:8],O,0,0,10.67,['10.67'],['hunt_et_al']
734,CCCCCC(C)(C)[NH3+:9],O,0,0,10.56,['10.56'],['hunt_et_al']
735,C[C@@H](CCCC(C)C)[NH3+:9],O,0,0,10.28,['10.28'],['hunt_et_al']
736,CCCC[C@@H](CC)CO[NH+:15](C[C@@H](C)O)C[C@@H](C)O,O,0,0,7.7,['7.7'],['hunt_et_al']
737,CCCCC[C@@H](C)[NH2+:9]C,O,0,0,10.82,['10.82'],['hunt_et_al']
738,CCCCCCCC[NH3+:9],O,0,0,10.65,['10.65'],['hunt_et_al']
739,CCCCCC[C@@H](C)[NH3+:9],O,0,0,10.49,['10.49'],['hunt_et_al']
740,C/C(=N\O)/C(C)(C)CCCCC[NH3+:12],O,0,0,9.12,['9.12'],['hunt_et_al']
741,CCCCC[C@@H](C(C)(C)[NH3+:10])O,O,0,0,9.85,['9.85'],['hunt_et_al']
742,CCCCCCCC[NH+:15](C[C@@H](C)O)C[C@@H](C)O,O,0,0,8.3,['8.3'],['hunt_et_al']
743,CCCCCCCC[NH2+:17]CCCCCCCC,O,0,0,11.01,['11.01'],['hunt_et_al']
744,CCCCCCCCC[NH3+:10],O,0,0,10.64,['10.64'],['hunt_et_al']
745,CCCCCCCCCC[NH3+:11],O,0,0,10.64,['10.64'],['hunt_et_al']
746,CCCCCCCCCCC[NH3+:12],O,0,0,10.63,['10.63'],['hunt_et_al']
747,CCCCCCCCCCCC[NH3+:13],O,0,0,10.63,['10.63'],['hunt_et_al']
748,C1CCC(=[NH2+:6])C1,O,0,0,8.95,['8.95'],['hunt_et_al']
749,C1CCC(CC1)[NH3+:7],O,0,0,10.68,['10.68'],['hunt_et_al']
750,C1CC[C@@H]([C@H](C1)[NH3+:7])Cl,O,0,0,9.49,['9.49'],['hunt_et_al']
751,C1CC[C@H]([C@@H](C1)[NH3+:7])O,O,0,0,9.53,['9.53'],['hunt_et_al']
752,C[C@H]1CCC[C@H]([C@@H]1[NH3+:8])O,O,0,0,9.39,['9.39'],['hunt_et_al']
753,CC1CCC(CC1)[NH3+:8],O,0,0,10.48,['10.48'],['hunt_et_al']
754,CCCOc1ccc(cc1)C(=O)[OH:12],O,0,0,4.78,['4.78'],['hunt_et_al']
755,C[C@H](CC1CCCCC1)[NH3+:10],O,0,0,10.14,['10.14'],['hunt_et_al']
756,C[NH2+:8][C@H]1CCCC[C@@H]1Cl,O,0,0,9.85,['9.85'],['hunt_et_al']
757,c1ccc(cc1)C(c2ccccc2)[NH2+:21]CC3CCCCC3,O,0,0,6.95,['6.95'],['hunt_et_al']
758,C[NH+:9](C)[C@@H]1CCCC[C@H]1O,O,0,0,10.32,['10.32'],['hunt_et_al']
759,C[C@H](CC1CCCCC1)[NH2+:11]C,O,0,0,10.52,['10.52'],['hunt_et_al']
760,CC[C@H](C)C[NH2+:12]C1CCCCC1,O,0,0,11.09,['11.09'],['hunt_et_al']
761,C[Si](C)(C)C[NH2+:11]C1CCCCC1,O,0,0,10.96,['10.96'],['hunt_et_al']
762,C1CCC(=[NH2+:7])CC1,O,0,0,9.15,['9.15'],['hunt_et_al']
763,C[NH+:8]=C1CCCCC1,O,0,0,9.43,['9.43'],['hunt_et_al']
764,C1CC=C[C@H](C1)[NH3+:7],O,0,0,10.42,['10.42'],['hunt_et_al']
765,CC1=CCCC[C@@H]1[NH3+:8],O,0,0,10.37,['10.37'],['hunt_et_al']
766,CC(C)Oc1cccc(c1)C(=O)[OH:12],O,0,0,4.15,['4.15'],['hunt_et_al']
767,c1ccc(cc1)[NH3+:7],O,0,0,4.64,['4.64'],['hunt_et_al']
768,CC(=O)c1ccccc1[NH3+:9],O,0,0,2.22,['2.22'],['hunt_et_al']
769,CC(=O)c1cccc(c1)[NH3+:9],O,0,0,3.56,['3.56'],['hunt_et_al']
770,CC(=O)c1ccc(cc1)[NH3+:9],O,0,0,2.2,['2.2'],['hunt_et_al']
771,CC(C)Oc1ccc(cc1)C(=O)[OH:12],O,0,0,4.68,['4.68'],['hunt_et_al']
772,c1ccc(cc1)C(=O)c2ccc(cc2)[NH3+:14],O,0,0,2.17,['2.17'],['hunt_et_al']
773,c1ccc(c(c1)[NH3+:7])Br,O,0,0,2.53,['2.53'],['hunt_et_al']
774,c1cc(cc(c1)Br)[NH3+:7],O,0,0,3.58,['3.58'],['hunt_et_al']
775,c1cc(ccc1[NH3+:7])Br,O,0,0,3.86,['3.86'],['hunt_et_al']
776,CC(C)(C)[NH2+:11]c1ccc(cc1)Br,O,0,0,5.93,['5.93'],['hunt_et_al']
777,C[NH+:9](C)c1ccccc1Br,O,0,0,4.31,['4.31'],['hunt_et_al']
778,C[NH+:9](C)c1ccc(cc1)Br,O,0,0,4.232,['4.232'],['hunt_et_al']
779,COc1ccc(cc1Br)[NH3+:8],O,0,0,4.08,['4.08'],['hunt_et_al']
780,Cc1ccc(cc1Br)[NH3+:8],O,0,0,3.98,['3.98'],['hunt_et_al']
781,Cc1cc(ccc1[NH3+:8])Br,O,0,0,3.58,['3.58'],['hunt_et_al']
782,c1ccc(cc1)Oc2ccccc2C(=O)[OH:15],O,0,0,3.53,['3.53'],['hunt_et_al']
783,CCCCOC(=O)c1ccc(cc1)[NH3+:12],O,0,0,2.472,['2.472'],['hunt_et_al']
784,CCCC[NH2+:11]c1ccccc1,O,0,0,5.12,['5.12'],['hunt_et_al']
785,CCCCc1ccccc1[NH3+:11],O,0,0,4.26,['4.26'],['hunt_et_al']
