,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
1008,CC1CCN(C(=O)c2ccc3cc(OC4CC[NH+](C(C)C)C4)ccc3c2)CC1,O,0,0,9.4,['9.4'],['chembl25']
1009,CC1CCN(C(=O)c2ccc3cc(OC4CC[NH+](C(C)C)CC4)ccc3c2)CC1,O,0,0,9.6,['9.6'],['chembl25']
1010,CC1CCN(C(=O)c2ccc3cc(OCCC4CCC[NH+]4C)ccc3c2)CC1,O,0,0,9.9,['9.9'],['chembl25']
1011,CC1CCN(C(=O)c2ccc3cc(OCCC[NH+]4CCCCC4)ccc3c2)CC1,O,0,0,9.86,['9.86'],['chembl25']
1012,CC1CCN(C(=O)c2ccc3cc(OCCC[NH+]4CCCCC4)ccc3n2)CC1,O,0,0,9.7,['9.7'],['chembl25']
1013,CC1CCN(C(=O)c2ccc3cc(OCCC[NH+]4CCOCC4)ccc3c2)CC1,O,0,0,7.8,['7.8'],['chembl25']
1014,CC1CCN([O-])C1(C)C,O,0,0,5.9,['5.9'],['datawarrior']
1015,CC1CC[C@H](O)[C@@H]([NH3+])C1,O,0,0,9.5,['9.5'],['datawarrior']
1016,CC1CC[NH+](C(C)C=C(c2cccs2)c2cccs2)CC1,O,0,0,8.2,['8.2'],['datawarrior']
1017,CC1CC[NH+](C)C(C)(C)C1,O,0,0,10.24,['10.24'],['datawarrior']
1018,CC1CC[NH+](CC[C@H]2CCCN2S(=O)(=O)c2cccc3ccccc23)CC1,O,0,0,10.4,['10.4'],['chembl25']
1019,CC1CC[NH2+]1,O,0,0,10.96,['10.96'],['datawarrior']
1020,CC1CC[NH2+]C(C)(C)C1,O,0,0,11.1,['11.1'],['datawarrior']
1021,CC1CC[NH2+]CC1,O,0,0,10.89,['10.89'],['datawarrior']
1022,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,O,0,0,6.8,['6.8'],['chembl25']
1023,CC1CCn2nnnc2C(C(=O)[O-])C1,O,0,0,3.2,['3.2'],['datawarrior']
1024,CC1CN=C(C(C)(C)C)S1,O,0,0,5.02,['5.02'],['datawarrior']
1025,CC1C[NH+]2CCC1CC2,O,0,0,11.29,['11.29'],['datawarrior']
1026,CC1N=CC[NH2+]1,O,0,0,7.86,['7.86'],['chembl25']
1027,CC1NC(=[NH+]CC(F)F)Nc2c(Cl)ccc(Cl)c21,O,0,0,7.8,['7.8'],['chembl25']
1028,CC1NC(=[NH+]CC(F)F)Nc2ccc(Cl)c(Cl)c21,O,0,0,8.5,['8.5'],['chembl25']
1029,CC1NC(=[NH+]CC(F)F)Nc2cccc(Cl)c21,O,0,0,8.9,['8.9'],['chembl25']
1030,CC1NC(=[NH+]CC(F)F)Nc2ccccc21,O,0,0,9.7,['9.7'],['chembl25']
1031,CC1NOCc2ccccc21,O,0,0,3.7,['3.7'],['datawarrior']
1032,CC1ONCc2ccccc21,O,0,0,3.6,['3.6'],['datawarrior']
1033,CC1[NH+]=C(N)Nc2cccc(Cl)c21,O,0,0,9.9,['9.9'],['chembl25']
1034,CC1[NH+]=C(N)Nc2ccccc21,O,0,0,10.5,['10.5'],['chembl25']
1035,CC=C(C)C=C(C)C(=O)C[C@@H](O)CC1CC(=O)NC(=O)C1,O,0,0,11.2,['11.2'],['datawarrior']
1036,CCC#CC(=O)[O-],O,0,0,2.6,['2.6'],['datawarrior']
1037,CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1,O,0,0,8.723333,['8.723333'],"['datawarrior', 'chembl25']"
1038,CCC(=O)C(CC(C)[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,O,0,0,8.58,['8.58'],['datawarrior']
1039,CCC(=O)C(CC(C)[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,6.89,['6.89'],['datawarrior']
1040,CCC(=O)C(CC[NH+](C)C)(c1ccccc1)c1ccccc1,O,0,0,9.23,['9.23'],['datawarrior']
1041,CCC(=O)C(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,O,0,0,8.86,['8.86'],['datawarrior']
1042,CCC(=O)C(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,6.98,['6.98'],['datawarrior']
1043,CCC(=O)C(C[C@H](C)[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,6.73,['6.73'],['datawarrior']
1044,CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)C[NH+]1CCOCC1,O,0,0,7.12,['7.12'],['datawarrior']
1045,CCC(=O)C(c1ccccc1)(c1ccccc1)[C@@H](C)C[NH+](C)C,O,0,0,8.07,['8.07'],['datawarrior']
1046,CCC(=O)C=C(O)CC,O,0,0,9.82,['9.82'],['datawarrior']
1047,CCC(=O)CN=O,O,0,0,8.37,['8.37'],['datawarrior']
1048,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,O,0,0,7.85,['7.85'],['chembl25']
1049,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCn2nnn(CC)c2=O)CC1,O,0,0,6.5,['6.5'],['chembl25']
1050,CCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1,O,0,0,8.43,['8.43'],['chembl25']
1051,CCC(=O)NO,O,0,0,9.46,['9.46'],['datawarrior']
1052,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,O,0,0,4.9,['4.9'],['chembl25']
1053,CCC(=O)OC(C)C[NH+](C)C,O,0,0,8.26,['8.26'],['datawarrior']
1054,CCC(=O)OCC[NH+](C)C,O,0,0,8.29,['8.29'],['datawarrior']
1055,CCC(=O)OO,O,0,0,8.1,['8.1'],['datawarrior']
1056,CCC(=O)O[C@@]1(c2ccccc2)CC[NH+](C)C[C@H]1C,O,0,0,8.66,['8.66'],['datawarrior']
1057,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)C[NH+](C)C,O,0,0,9.2,['9.2'],['chembl25']
1058,CCC(=O)SCC[NH+](C)C,O,0,0,8.28,['8.28'],['datawarrior']
1059,CCC(=O)[O-],O,0,0,4.85,['4.85'],"['datawarrior', 'chembl25']"
1060,CCC(=O)c1cc(C(=O)C(C)(C)C)n[nH]1,O,0,0,9.7,['9.7'],['datawarrior']
1061,CCC(=O)c1cc(C(=O)c2ccccc2)[nH]n1,O,0,0,9.14,['9.14'],['datawarrior']
1062,CCC(=O)c1cc(C(C)=O)n[nH]1,O,0,0,9.05,['9.05'],['datawarrior']
1063,CCC(=O)c1nc(C(=O)[O-])cs1,O,0,0,3.7,['3.7'],['datawarrior']
1064,CCC(C(=O)Nc1c(C)cccc1C)[NH+](CC)CC,O,0,0,7.91,['7.91'],['chembl25']
1065,CCC(C(=O)[O-])C(=O)N1CCCCC1,O,0,0,3.86,['3.86'],['datawarrior']
1066,CCC(C(C)=O)=C(C)O,O,0,0,11.33,['11.33'],['datawarrior']
1067,CCC(C)(C)C(=O)[O-],O,0,0,5.03,['5.03'],['datawarrior']
1068,CCC(C)(C)Nc1ccccc1,O,0,0,6.55,['6.55'],['datawarrior']
1069,CCC(C)(C)[NH+](C)C(C)(C)C,O,0,0,11.9,['11.9'],['datawarrior']
1070,CCC(C)(C)[NH+](C)C(C)C,O,0,0,11.2,['11.2'],['datawarrior']
1071,CCC(C)(C)[NH2+]C(C)(C)CC,O,0,0,11.6,['11.6'],['datawarrior']
1072,CCC(C)(C)[NH2+]C1CCCCC1,O,0,0,11.2,['11.2'],['datawarrior']
1073,CCC(C)(C)[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1,O,0,0,9.2,['9.2'],['chembl25']
1074,CCC(C)(C)[NH3+],O,0,0,10.89,['10.89'],['datawarrior']
1075,CCC(C)(CC)Nc1ccccc1,O,0,0,6.32,['6.32'],['datawarrior']
1076,CCC(C)(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,O,0,0,3.41,['3.41'],['datawarrior']
1077,CCC(C)([NH3+])CC,O,0,0,10.91,['10.91'],['datawarrior']
1078,CCC(C)C(=O)CC[NH+]1CCOCC1,O,0,0,7.07,['7.07'],['datawarrior']
1079,CCC(C)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,O,0,0,3.5,['3.5'],['chembl25']
1080,CCC(C)CC(=O)[O-],O,0,0,4.84,['4.84'],['datawarrior']
1081,CCC(C)CN=C1Nc2cc(Cl)sc2S(=O)(=O)N1,O,0,0,8.29,['8.29'],['chembl25']
1082,CCC(C)N(C)c1ccccc1,O,0,0,6.03,['6.03'],['datawarrior']
1083,CCC(C)Nc1ccccc1,O,0,0,5.47,['5.47'],['datawarrior']
1084,CCC(C)[NH+](C)C,O,0,0,10.4,['10.4'],['datawarrior']
1085,CCC(C)[NH2+]C(C)C,O,0,0,11.0,['11.0'],['datawarrior']
1086,CCC(C)[NH2+]C(C)CC,O,0,0,10.94,['10.94'],['datawarrior']
1087,CCC(C)[NH2+]CC(C)C,O,0,0,10.77,['10.77'],['datawarrior']
1088,CCC(C)[NH3+],O,0,0,10.56,['10.56'],['datawarrior']
1089,CCC(CC)C(=O)O[C@H]1O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]1O,O,0,0,3.37,['3.37'],['datawarrior']
1090,CCC(CC)C(=O)[O-],O,0,0,4.73,['4.73'],['datawarrior']
1091,CCC(CC)CNC(=O)c1cnc(Nc2cccc(Cl)c2)cc1C(C)C,O,0,0,6.02,['6.02'],['chembl25']
1092,CCC(CC)Nc1cc(C)[nH+]c(Nc2c(C)cc(C)cc2C)c1C,O,0,0,9.3,['9.3'],['chembl25']
1093,CCC(CC)Nc1cc(C)[nH+]c(Oc2c(C)cc(C)cc2C)c1C,O,0,0,6.9,['6.9'],['chembl25']
1094,CCC(CC)Nc1ncnc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,O,0,0,3.3,['3.3'],['chembl25']
1095,CCC(CC)Oc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C,O,0,0,3.55,['3.55'],['chembl25']
1096,CCC(CC)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,O,0,0,9.6,['9.6'],['chembl25']
1097,CCC(O)=CC(C)=O,O,0,0,9.36,['9.36'],['datawarrior']
1098,CCC(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,O,0,0,4.16,['4.16'],['datawarrior']
1099,CCC(O)C[NH+](C)CC(C)O,O,0,0,8.9,['8.9'],['datawarrior']
1100,CCC(O)C[NH+](C)CC(O)CC,O,0,0,9.0,['9.0'],['datawarrior']
1101,CCC(O)C[NH+](C)CCO,O,0,0,8.7,['8.7'],['datawarrior']
1102,CCC(O)C[NH+](CC(C)O)C(C)(C)C,O,0,0,9.5,['9.5'],['datawarrior']
1103,CCC(O)C[NH+](CC(O)CC)C(C)(C)C,O,0,0,9.6,['9.6'],['datawarrior']
1104,CCC(O)C[NH+](CC)CC(C)O,O,0,0,9.2,['9.2'],['datawarrior']
1105,CCC(O)C[NH+](CC)CC(O)CC,O,0,0,9.2,['9.2'],['datawarrior']
1106,CCC(O)C[NH+](CC)CCO,O,0,0,9.1,['9.1'],['datawarrior']
1107,CCC(O)C[NH+](CCO)C(C)(C)C,O,0,0,9.4,['9.4'],['datawarrior']
1108,CCC(Oc1ccccc1C)C(=O)[O-],O,0,0,3.43,['3.43'],['datawarrior']
1109,CCC(P)C(=O)[O-],O,0,0,4.08,['4.08'],['datawarrior']
1110,CCC([NH3+])(CC)CC,O,0,0,10.87,['10.87'],['datawarrior']
1111,CCC([NH3+])(CO)CO,O,0,0,8.8,['8.8'],['datawarrior']
1112,CCC([NH3+])CCCl,O,0,0,8.53,['8.53'],['datawarrior']
1113,CCC([NH3+])CO,O,0,0,9.53,['9.53'],['datawarrior']
1114,CCC/C=C(/C)C(=O)[O-],O,0,0,4.44,['4.44'],['datawarrior']
1115,CCC/C=C(\C)C(=O)[O-],O,0,0,5.13,['5.13'],['datawarrior']
1116,CCC/C=C/C(=O)[O-],O,0,0,4.71,['4.71'],['datawarrior']
1117,CCC/C=C1\CCC[NH+]1C,O,0,0,11.88,['11.88'],['datawarrior']
1118,CCC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1C,O,0,0,7.1,['7.1'],['chembl25']
1119,CCC1(C)CC(=O)NC1=O,O,0,0,9.34,['9.34'],['datawarrior']
1120,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2N(C)C1=O,O,0,0,7.9,['7.9'],['chembl25']
1121,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2NC1=O,O,0,0,8.1,['8.1'],['chembl25']
1122,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1=O,O,0,0,5.6,['5.6'],['chembl25']
1123,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccccc3)ccc2NC1=O,O,0,0,8.7,['8.7'],['chembl25']
1124,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccccc3Cl)ccc2NC1=O,O,0,0,7.2,['7.2'],['chembl25']
1125,CCC1(C)OC(=O)[N-]C1=O,O,0,0,6.0,['6.0'],['datawarrior']
1126,CCC1(C2CCCC2)Cc2cc(OCC(=O)[O-])c(Cl)c(Cl)c2C1=O,O,0,0,3.9,['3.9'],['chembl25']
1127,CCC1(C2CCCC2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,O,0,0,3.8,['3.8'],['chembl25']
1128,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2OC)C1=O,O,0,0,6.54,['6.54'],['datawarrior']
1129,CCC1(CC)CNc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1,O,0,0,8.0,['8.0'],['chembl25']
1130,CCC1(CC)OC(=O)[N-]C1=O,O,0,0,5.7,['5.7'],['datawarrior']
1131,CCC1(CC)SC(=O)[N-]C1=O,O,0,0,6.42,['6.42'],['datawarrior']
1132,CCC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)c2ccccc2O1,O,0,0,8.4,['8.4'],['chembl25']
1133,CCC1(c2ccccc2)C(=O)NC(=S)N(C)C1=O,O,0,0,7.65,['7.65'],['datawarrior']
1134,CCC12C=CC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.7,['3.7'],['chembl25']
1135,CCC12CC3CC(CC([NH3+])(C3)C1)C2,O,0,0,10.61,['10.61'],['chembl25']
1136,CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC(C)(C)C(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.8,['3.8'],['chembl25']
1137,CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.8,['3.8'],['chembl25']
1138,CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCC[NH+]3CCOCC3)c(Cl)c1Cl)C2,O,0,0,5.08,['5.08'],['chembl25']
1139,CCC12CCC(=O)C=C1c1c(cc(OCC(=O)OCc3cccnc3)c(Cl)c1Cl)C2,O,0,0,3.32,['3.32'],['chembl25']
1140,CCC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.6,['3.6'],['chembl25']
1141,CCC12CCC(=O)C=C1c1c(cc(OCCCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.7,['3.7'],['chembl25']
1142,CCC12CCC(=O)C=C1c1c(cc(OCc3nn[n-]n3)c(Cl)c1Cl)C2,O,0,0,3.72,['3.72'],['chembl25']
1143,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,O,0,0,6.2,['6.2'],['chembl25']
1144,CCC1=C([O-])C(CC)C1=O,O,0,0,3.5,['3.5'],['datawarrior']
1145,CCC1=C([O-])c2ccccc2C1=O,O,0,0,6.5,['6.5'],['datawarrior']
1146,CCC1=NCCC1,O,0,0,7.91,['7.91'],['datawarrior']
1147,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2[C@H]5O)[NH+]3C1O,O,0,0,6.5,['6.5'],['chembl25']
1148,CCC1CCC[NH+]1C,O,0,0,9.78,['9.78'],['datawarrior']
1149,CCC1CSC(C(C)C)=N1,O,0,0,5.28,['5.28'],['datawarrior']
1150,CCC1C[NH+]1CC,O,0,0,8.19,['8.19'],['datawarrior']
1151,CCC1C[NH2+]1,O,0,0,5.69,['5.69'],['datawarrior']
1152,CCC1N=CC[NH2+]1,O,0,0,7.73,['7.73'],['chembl25']
1153,CCC1OC(=O)CC(O)C(C)C(O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)C(CC=O)CC(C)C(=O)/C=C\C(C)=C/C1C,O,0,0,8.83,['8.83'],['chembl25']
1154,CCCC(=N)OCC,O,0,0,7.08,['7.08'],['datawarrior']
1155,CCCC(=O)C(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,O,0,0,7.17,['7.17'],['datawarrior']
1156,CCCC(=O)NO,O,0,0,9.48,['9.48'],['datawarrior']
1157,CCCC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)c(C(C)=O)c1,O,0,0,9.596,['9.596'],['chembl25']
1158,CCCC(=O)OC(C)C[NH+](C)C,O,0,0,8.27,['8.27'],['datawarrior']
1159,CCCC(=O)OCC[NH+](C)C,O,0,0,8.31,['8.31'],['datawarrior']
1160,CCCC(=O)OO,O,0,0,8.2,['8.2'],['datawarrior']
1161,CCCC(=O)SCC[NH+](C)C,O,0,0,8.32,['8.32'],['datawarrior']
1162,CCCC(=O)[O-],O,0,0,4.8,['4.8'],['datawarrior']
1163,CCCC(=O)c1cc(C(C)=O)n[nH]1,O,0,0,9.28,['9.28'],['datawarrior']
1164,CCCC(C(=O)Nc1c(C)cccc1C)[NH+](CC)CC,O,0,0,7.89,['7.89'],['chembl25']
1165,CCCC(C(CC)CO)C(CC)C(=O)[O-],O,0,0,4.78,['4.78'],['datawarrior']
1166,CCCC(CCC)C(=O)[O-],O,0,0,4.8,['4.8'],['chembl25']
1167,CCCC(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,O,0,0,4.01,['4.01'],['datawarrior']
1168,CCCC1(C2CCCC2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,O,0,0,4.1,['4.1'],['chembl25']
1169,CCCC1(CCC)SC(=O)[N-]C1=O,O,0,0,6.37,['6.37'],['datawarrior']
1170,CCCC12CC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.84,['3.84'],['chembl25']
1171,CCCC12CCC(=O)C(C)=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.5,['3.5'],['chembl25']
1172,CCCC12CCC(=O)C=C1c1c(cc(O)c(Cl)c1Cl)C2,O,0,0,6.18,['6.18'],['chembl25']
1173,CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)NCC[NH+](C)C)c(Cl)c1Cl)C2,O,0,0,7.7,['7.7'],['chembl25']
1174,CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC(C)(C)C(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.8,['3.8'],['chembl25']
1175,CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)OC(CC)(CC)C(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.4,['3.4'],['chembl25']
1176,CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(C)c1C)C2,O,0,0,4.3,['4.3'],['chembl25']
1177,CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.6,['3.6'],['chembl25']
1178,CCCC12CCC(=O)C=C1c1c(cc(OCCCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.7,['3.7'],['chembl25']
1179,CCCC12CCC(=O)C=C1c1c(cc(SCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,4.7,['4.7'],['chembl25']
1180,CCCC12CCC(=O)C=C1c1ccc(OCC(=O)[O-])cc1C2,O,0,0,4.05,['4.05'],['chembl25']
1181,CCCC12CCC(C(C)=O)=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,4.1,['4.1'],['chembl25']
1182,CCCC1=NC(=O)C(c2ccccc2)=C1[O-],O,0,0,4.6,['4.6'],['chembl25']
1183,CCCC1CCC[NH+]1C,O,0,0,9.78,['9.78'],['datawarrior']
1184,CCCCC#CC(=O)[O-],O,0,0,2.61,['2.61'],['datawarrior']
1185,CCCCC(=O)[O-],O,0,0,4.82,['4.82'],['datawarrior']
1186,CCCCC(C(=O)Nc1c(C)cccc1C)[NH+](CC)CC,O,0,0,7.81,['7.81'],['chembl25']
1187,CCCCC(CC)C(=O)O[C@H]1O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]1O,O,0,0,3.08,['3.08'],['datawarrior']
1188,CCCCC(CC)C(=O)[O-],O,0,0,4.76,['4.76'],['datawarrior']
1189,CCCCC/C(N)=N/[NH+](C)C,O,0,0,10.4,['10.4'],['datawarrior']
1190,CCCCC1(C2CCCC2)Cc2cc(OCC(=O)[O-])c(Cl)c(Cl)c2C1=O,O,0,0,3.9,['3.9'],['chembl25']
1191,CCCCC1(C2CCCC2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,O,0,0,4.4,['4.4'],['chembl25']
1192,CCCCC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.5,['3.5'],['chembl25']
1193,CCCCC1CCC[NH+]1C,O,0,0,10.01,['10.01'],['datawarrior']
1194,CCCCCC(=O)NO,O,0,0,9.58,['9.58'],['datawarrior']
1195,CCCCCC(=O)[O-],O,0,0,4.85,['4.85'],['datawarrior']
1196,CCCCCC(C)(C)[NH3+],O,0,0,10.83,['10.83'],['datawarrior']
1197,CCCCCC(C)[NH2+]C,O,0,0,10.99,['10.99'],['datawarrior']
1198,CCCCCC(C)[NH3+],O,0,0,11.15,['11.15'],['datawarrior']
1199,CCCCCC(O)=CC(C)=O,O,0,0,9.2,['9.2'],['datawarrior']
1200,CCCCCC(O)CCC1CCC(=O)N1CCCCCCC(=O)[O-],O,0,0,5.25,['5.25'],['chembl25']
1201,CCCCCCC(=O)NO,O,0,0,9.62,['9.62'],['datawarrior']
1202,CCCCCCC(=O)[O-],O,0,0,4.88,['4.88'],"['datawarrior', 'chembl25']"
1203,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,O,0,0,10.6,['10.6'],['chembl25']
1204,CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,O,0,0,11.16,['11.16'],['chembl25']
1205,CCCCCCCC(=O)NO,O,0,0,9.19,['9.19'],['datawarrior']
1206,CCCCCCCC(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)[O-],O,0,0,2.66,['2.66'],['datawarrior']
1207,CCCCCCCC(=O)[O-],O,0,0,4.9,['4.9'],['chembl25']
1208,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],O,0,0,4.95,['4.95'],['datawarrior']
1209,CCCCCCCCC(=O)OO,O,0,0,8.23,['8.23'],['datawarrior']
1210,CCCCCCCCC(=O)[O-],O,0,0,4.9,['4.9'],['chembl25']
1211,CCCCCCCCC1CCC(=O)N1CCCCCCC(=O)[O-],O,0,0,5.6,['5.6'],['chembl25']
1212,CCCCCCCCCC(=O)[O-],O,0,0,4.895,['4.895'],"['datawarrior', 'chembl25']"
1213,CCCCCCCCCCC(=O)[O-],O,0,0,4.9,['4.9'],['chembl25']
1214,CCCCCCCCCCCC(=O)NCCCC[C@H]([NH3+])C(=O)OC,O,0,0,9.1,['9.1'],['chembl25']
1215,CCCCCCCCCCCC(=O)N[C@@H](CCCC[NH3+])C(=O)OC,O,0,0,10.0,['10.0'],['chembl25']
1216,CCCCCCCCCCCC(=O)[O-],O,0,0,4.895,['4.895'],"['datawarrior', 'chembl25']"
1217,CCCCCCCCCCCCC(=O)[O-],O,0,0,4.9,['4.9'],['chembl25']
1218,CCCCCCCCCCCCCC(=O)N(O)c1ccccc1,O,0,0,9.05,['9.05'],['datawarrior']
1219,CCCCCCCCCCCCCC(=O)NCCCC[C@H]([NH3+])C(=O)OC,O,0,0,7.8,['7.8'],['chembl25']
1220,CCCCCCCCCCCCCCC(=O)[O-],O,0,0,5.01,['5.01'],['datawarrior']
1221,CCCCCCCCCCCCCCCC(=O)OCC1CCP([O-])(=S)O1,O,0,0,6.48,['6.48'],['chembl25']
1222,CCCCCCCCCCCCCCCCCC(=O)OCC1CCP([O-])(=S)O1,O,0,0,6.76,['6.76'],['chembl25']
1223,CCCCCCCCCCCCCCCCCC(=O)[O-],O,0,0,5.01,['5.01'],['datawarrior']
1224,CCCCCCCCCCCCCCCCCCCCCC[NH3+],O,0,0,10.6,['10.6'],['datawarrior']
1225,CCCCCCCCCCCCCCCCCCNCC(F)(F)F,O,0,0,4.7,['4.7'],['chembl25']
1226,CCCCCCCCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,O,0,0,9.4,['9.4'],['datawarrior']
1227,CCCCCCCCCCCCCCCCCC[NH3+],O,0,0,10.6,['10.6'],['datawarrior']
1228,CCCCCCCCCCCCCCCCC[NH3+],O,0,0,10.6,['10.6'],['datawarrior']
1229,CCCCCCCCCCCCCCCCCc1c2ccccc2nc2ccccc12,O,0,0,5.5,['5.5'],['datawarrior']
1230,CCCCCCCCCCCCCCCCNCC(F)(F)F,O,0,0,5.2,['5.2'],['chembl25']
1231,CCCCCCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,O,0,0,9.19,['9.19'],['datawarrior']
1232,CCCCCCCCCCCCCCCC[NH3+],O,0,0,10.61,['10.61'],['datawarrior']
1233,CCCCCCCCCCCCCCC[NH2+]CCCCCCCCCCCCCCC,O,0,0,11.0,['11.0'],['datawarrior']
1234,CCCCCCCCCCCCCCC[NH3+],O,0,0,10.61,['10.61'],['datawarrior']
1235,CCCCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,O,0,0,8.4,['8.4'],['datawarrior']
1236,CCCCCCCCCCCCCC[NH+](CC(C)O)CC(O)CC,O,0,0,6.1,['6.1'],['datawarrior']
1237,CCCCCCCCCCCCCC[NH+](CCO)CC(C)O,O,0,0,6.3,['6.3'],['datawarrior']
1238,CCCCCCCCCCCCCC[NH+](CCO)CC(O)CC,O,0,0,6.1,['6.1'],['datawarrior']
1239,CCCCCCCCCCCCCC[NH3+],O,0,0,10.62,['10.62'],['datawarrior']
1240,CCCCCCCCCCCCCCn1cc(C[NH2+][C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)nn1,O,0,0,7.7,['7.7'],['chembl25']
1241,CCCCCCCCCCCCC[NH2+]CCCCCCCCCCCCC,O,0,0,11.0,['11.0'],['datawarrior']
1242,CCCCCCCCCCCCC[NH3+],O,0,0,10.63,['10.63'],['datawarrior']
1243,CCCCCCCCCCCCCc1ccccn1,O,0,0,5.6,['5.6'],['chembl25']
1244,CCCCCCCCCCCCCc1ccncc1,O,0,0,5.9,['5.9'],['chembl25']
1245,CCCCCCCCCCCCN(Cc1nn[n-]n1)c1ccccc1,O,0,0,4.92,['4.92'],['chembl25']
1246,CCCCCCCCCCCCNCC(F)(F)F,O,0,0,5.5,['5.5'],['chembl25']
